Texas Tech - Davide Moretti,-38.80463614346674
Nicholls - Danny Garrick,-38.46153846153847
Iowa State - Nick Weiler-Babb,-36.05200945626477
USC - Bennie Boatwright,-34.90603515736263
NC State - C.J. Bryce,-34.8544266191325
Furman - Alex Hunter,-34.0028665028665
Montana State - Ladan Ricketts,-33.70467453036261
Loyola (MD) - Isaiah Hart,-31.88142770719903
Stanford - KZ Okpala,-31.84149184149184
Belmont - Dylan Windler,-31.639584057467275
Vermont - Anthony Lamb,-30.95030514385353
Campbell - Chris Clemons,-30.468450127569252
Richmond - Jacob Gilyard,-30.225563909774444
Colorado State - Kris Martin,-30.179694519317167
Syracuse - Frank Howard,-30.146627565982403
Campbell - Andrew Eudy,-29.761904761904766
South Alabama - Rodrick Sikes,-29.754009193950242
Gonzaga - Corey Kispert,-29.537567239285096
St. Francis (PA) - Andre Wolford,-29.470800202507526
Saint Peters - Davauhnte Turner,-29.305873379099918
South Dakota State - Mike Daum,-29.28574326517365
Western Illinois - Isaac Johnson,-29.085678101426133
Hartford - John Carroll,-28.762014493193057
Nicholls - Jeremiah Jefferson,-28.14319844706585
Toledo - Chris Darrington,-27.633333333333333
CSU Bakersfield - Damiyne Durham,-27.6001340707223
St. Johns - Mustapha Heron,-27.558257345491388
Jacksonville - JD Notae,-27.388888888888886
Rutgers - Geo Baker,-27.35744162651559
Towson - Brian Fobbs,-27.3414820473644
Cincinnati - Justin Jenifer,-27.16168779998568
TCU - Alex Robinson,-26.93315066285207
Syracuse - Oshae Brissett,-26.78081085446616
Butler - Sean McDermott,-26.777389277389283
Xavier - Paul Scruggs,-26.569648067432727
Pittsburgh - Jared Wilson-Frame,-26.551453260015705
Austin Peay - Steve Harris,-26.034188034188034
Northern Iowa - Spencer Haldeman,-25.876763500525886
SMU - Ethan Chargois,-25.8628841607565
UMKC - Rob Whitfield,-25.5072463768116
The Citadel - Zane Najdawi,-25.401999130812694
Detroit Mercy - Derrien King,-24.838709677419356
Saint Marys - Jordan Ford,-24.63427109974424
Boise State - Justinian Jessup,-24.523066894406348
Missouri - Jordan Geist,-24.47452146247327
SE Missouri St - Skyler Hogan,-24.317738791423004
Manhattan - Tyler Reynolds,-23.928215353938185
Kent State - Jalen Avery,-23.1048544774035
North Dakota State - Vinnie Shahid,-22.990476190476194
North Dakota - Aanen Moody,-22.945003568510224
South Dakota - Triston Simpson,-22.77465918203689
Delaware State - Kevin Larkin,-22.6223908918406
Penn State - Lamar Stevens,-22.589520866195123
Bradley - Nate Kennell,-22.54629629629629
Maryland - Jalen Smith,-22.412241224122415
San Diego State - Devin Watson,-22.391584894815715
Coastal Carolina - Zac Cuthbertson,-22.358115220610543
Northern Arizona - Ted McCree,-22.298367446393762
St. Francis (PA) - Jamaal King,-22.184397163120565
Utah Valley - Conner Toolson,-22.176870748299326
Furman - Jordan Lyons,-22.058823529411768
Robert Morris - Charles Bain,-21.880500894454386
Northern Arizona - Carlos Hines,-21.71654432523998
SE Missouri St - Ledarrius Brewer,-21.678743961352655
North Florida - Garrett Sams,-21.669525443110356
Prairie View A&M - Gary Blackston,-21.459921279520184
Kentucky - Tyler Herro,-21.42454954954955
Creighton - Davion Mintz,-21.377098511244856
Colgate - Rapolas Ivanauskas,-21.21212121212121
New Hampshire - Jordan Reed,-20.927437388193198
Gardner-Webb - David Efianayi,-20.800627943485086
East Tennessee State - Patrick Good,-20.586793069630595
Oklahoma - Brady Manek,-20.45211227742022
Seattle - Delante Jones,-20.383036935704517
UT Rio Grande Valley - Lesley Varner II,-20.246238030095757
Coastal Carolina - Tyrell Gumbs-Frater,-20.145248181917392
UCF - Aubrey Dawkins,-20.115595611285258
Navy - John Carter Jr.,-19.665404040404038
Sam Houston State - Josh Delaney,-19.63436450106898
Liberty - Caleb Homesley,-19.557645419714387
Milwaukee - Jake Wright,-19.5140350877193
Florida State - PJ Savoy,-19.327339327339327
Mississippi State - Aric Holman,-19.246119733924612
Dayton - Ryan Mikesell,-19.218500797448172
SE Louisiana - Marlain Veal,-19.20261437908496
Toledo - Marreon Jackson,-19.073083778966136
Minnesota - Amir Coffey,-18.926553672316384
Oklahoma - Kristian Doolittle,-18.782879005260632
Houston - Cedrick Alley Jr.,-18.776628119293974
Virginia Tech - Nickeil Alexander-Walker,-18.66316534435878
Rhode Island - Jeff Dowtin,-18.588071639714833
Lamar - Jordan Hunter,-18.42071692817961
Maryland - Eric Ayala,-18.186732186732186
Southern Miss - Cortez Edwards,-18.147157190635447
Chattanooga - Kevin Easley,-18.043478260869566
West Virginia - Lamont West,-18.024132730015086
UNC Greensboro - Demetrius Troy,-17.960254968128986
Maryland - Anthony Cowan Jr.,-17.820512820512825
Davidson - Luke Frampton,-17.676558086047848
Chicago State - Travon Bell,-17.673992673992675
Idaho State - Chier Maker,-17.64705882352941
San Diego State - Matt Mitchell,-17.5990675990676
Grand Canyon - Alessandro Lever,-17.577030812324935
San Diego - Olin Carter III,-17.575166873412492
Mt. St. Marys - Omar Habwe,-17.3938679245283
Butler - Jordan Tucker,-17.34888653234358
Lafayette - Justin Jaworski,-17.338460808052037
Michigan State - Cassius Winston,-17.199194886110767
Savannah State - Zach Sellers,-17.158218125960065
UNC Wilmington - Jeantal Cylla,-17.12849616829984
Weber State - Brekkott Chapman,-17.126436781609193
Purdue - Ryan Cline,-17.067116039718776
The Citadel - Lew Stallworth,-16.984126984126977
Boise State - Derrick Alston,-16.951469583048528
TCU - JD Miller,-16.8984906777153
Missouri - Torrence Watson,-16.878402903811253
Hartford - Jason Dunne,-16.7825311942959
Southern - Sidney Umude,-16.74297924297923
Montana State - Keljin Blevins,-16.555407209612817
Morgan State - Sherwyn Devonish-Prince Jr.,-16.452166452166452
Michigan - Charles Matthews,-16.348009927383032
Georgia - Rayshaun Hammonds,-16.196447230929984
Mercer - Ethan Stair,-16.183800623052957
George Mason - Justin Kier,-16.17270788912581
Rutgers - Eugene Omoruyi,-16.02239402825913
