Evansville - K.J. Riley,"['76/165', '25/71', '5/22', '2/5', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Albion - Caden Ebeling,"['1/6', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Evansville - Shea Feehan,"['49/129', '16/39', '6/15', '1/6', '1/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Albion - Jaylin Fordham,"['2/6', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Evansville - John Hall,"['57/133', '21/48', '13/20', '5/10', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Evansville - Noah Frederking,"['38/95', '15/30', '4/11', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Albion - Arshawn Parker,"['1/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Evansville - Dainius Chatkevicius,"['37/78', '14/31', '8/12', '0/5', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Albion - Ryan Lowe,"['0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Evansville - Shamar Givance,"['30/88', '7/22', '1/4', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Albion - Jamezell Davis Jr.,"['3/12', '1/3', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Albion - Zachary Winston,"['1/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Albion - Nathaniel Collins,"['1/3', '1/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Albion - Devin Holmes,"['0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Evansville - Jawaun Newton,"['17/56', '3/11', '1/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Albion - Cortez Garland,"['1/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Lehigh - Lance Tejada,"['89/196', '34/76', '11/33', '4/10', '1/4', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Arkansas State - J.J. Matthews,"['23/52', '11/20', '4/10', '3/3', '1/2', '1/1', '1/1', '0/0', '0/0', '0/0', '0/0']"
Arkansas State - Grantham Gillard,"['52/129', '14/46', '5/11', '2/5', '2/2', '2/2', '0/1', '0/0', '0/0', '0/0', '0/0']"
Arkansas State - Marquis Eaton,"['60/172', '23/50', '9/23', '3/9', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Lehigh - Jordan Cohen,"['67/116', '31/61', '15/27', '6/14', '4/6', '2/3', '1/1', '1/1', '0/1', '0/0', '0/0']"
Arkansas State - Ty Cockfield,"['111/251', '44/108', '20/43', '8/19', '2/7', '1/2', '1/1', '0/1', '0/0', '0/0', '0/0']"
Lehigh - Kyle Leufroy,"['71/155', '24/61', '12/22', '7/11', '4/7', '2/4', '2/2', '0/2', '0/0', '0/0', '0/0']"
Arkansas State - Tristin Walley,"['35/96', '12/31', '4/10', '2/4', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Lehigh - James Karnik,"['41/76', '19/35', '11/17', '7/9', '2/5', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Lehigh - Pat Andree,"['67/148', '26/59', '10/25', '2/8', '1/1', '1/1', '1/1', '0/1', '0/0', '0/0', '0/0']"
Arkansas State - Kobe Wilson,"['10/34', '4/9', '0/4', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Arkansas State - Christian Willis,"['15/33', '3/11', '1/2', '1/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Arkansas State - Salif Boudie,"['17/32', '7/13', '3/4', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Lehigh - Nic Lynch,"['26/58', '10/19', '3/7', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Lehigh - Marques Wilson,"['13/29', '2/9', '1/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Lehigh - Caleb Bennett,"['24/61', '6/16', '1/6', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Lehigh - Jeameril Wilson,"['24/53', '11/19', '4/6', '2/4', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Austin Peay - Chris Porter-Bunton,"['68/136', '27/63', '12/24', '5/10', '4/4', '2/4', '1/1', '0/1', '0/0', '0/0', '0/0']"
Alabama A&M - Andre Kennedy,"['66/139', '35/59', '14/30', '6/12', '3/4', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0']"
Austin Peay - Steve Harris,"['64/142', '31/59', '11/27', '2/11', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Alabama A&M - Gerron Scissum,"['31/93', '19/29', '2/17', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Austin Peay - Jarrett Givens,"['37/96', '14/32', '7/14', '3/6', '1/2', '1/1', '1/1', '1/1', '0/1', '0/0', '0/0']"
Alabama A&M - Arthur Johnson,"['26/71', '13/25', '8/13', '3/8', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Austin Peay - Terry Taylor,"['110/213', '53/104', '22/47', '10/21', '4/8', '3/3', '2/3', '1/2', '1/1', '0/1', '0/0']"
Alabama A&M - Jalen Reeder,"['54/124', '21/52', '6/16', '1/6', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Austin Peay - Zach Glotta,"['39/117', '16/36', '8/15', '3/8', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Austin Peay - Dayton Gumm,"['18/46', '6/14', '4/6', '1/4', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Alabama A&M - Tre Todd,"['35/75', '8/30', '4/7', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Austin Peay - Ivan Cucak,"['7/14', '3/5', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Alabama A&M - Evan Wiley,"['29/83', '11/24', '2/8', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Alabama A&M - Brandon Houston,"['8/24', '3/5', '1/3', '1/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Austin Peay - Jabari McGhee,"['49/103', '17/40', '4/15', '3/3', '1/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Alabama A&M - Brandon Miller,"['36/122', '10/33', '4/9', '1/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
IUPUI - Evan Hall,"['58/128', '28/51', '6/21', '4/6', '2/4', '2/2', '1/1', '0/1', '0/0', '0/0', '0/0']"
Ball State - Trey Moses,"['47/99', '23/42', '9/18', '4/8', '2/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Ball State - K.J. Walton,"['69/139', '35/63', '17/33', '8/14', '2/6', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Ball State - Tayler Persons,"['108/248', '47/101', '15/43', '8/13', '1/7', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
IUPUI - Camron Justice,"['102/261', '43/95', '20/40', '6/20', '2/5', '1/2', '1/1', '1/1', '0/1', '0/0', '0/0']"
IUPUI - D.J. McCall,"['37/119', '14/29', '3/13', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Ball State - Tahjai Teague,"['72/145', '31/61', '13/29', '5/11', '0/4', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
IUPUI - Jaylen Minnett,"['84/228', '22/80', '7/22', '1/5', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Ball State - Zach Gunn,"['27/69', '6/20', '2/5', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
IUPUI - Nick Rogers,"['20/49', '8/18', '4/5', '2/3', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Ball State - Kyle Mallers,"['41/121', '15/40', '7/13', '1/6', '1/1', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0']"
IUPUI - Grant Weatherford,"['40/80', '15/35', '6/12', '2/4', '1/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
IUPUI - Elyjah Goss,"['35/74', '6/26', '4/5', '1/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Ball State - Brachen Hazen,"['14/25', '5/11', '1/5', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
IUPUI - Ahmed Ismail,"['40/71', '20/32', '10/14', '6/8', '2/5', '1/2', '0/0', '0/0', '0/0', '0/0', '0/0']"
Ball State - Ishmael El-Amin,"['25/54', '10/20', '3/8', '1/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
IUPUI - Jack Hansen,"['19/53', '7/15', '1/4', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Wichita State - Dexter Dennis,"['51/144', '15/44', '8/14', '6/8', '2/4', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Baylor - King McClure,"['53/143', '26/51', '8/25', '2/6', '2/2', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0']"
Wichita State - Markis McDuffie,"['121/274', '37/112', '10/36', '5/10', '3/4', '2/3', '1/2', '0/1', '0/0', '0/0', '0/0']"
Wichita State - Ricky Torres,"['26/72', '8/20', '1/4', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Wichita State - Samajae Haynes-Jones,"['96/265', '35/87', '10/31', '3/8', '1/3', '1/1', '1/1', '0/1', '0/0', '0/0', '0/0']"
Baylor - Mario Kegler,"['53/137', '22/47', '10/19', '5/8', '0/4', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Baylor - Tristan Clark,"['23/36', '13/20', '6/10', '4/6', '2/2', '1/1', '1/1', '0/0', '0/0', '0/0', '0/0']"
Wichita State - Jaime Echenique,"['55/112', '30/49', '11/24', '4/10', '1/2', '1/1', '1/1', '0/0', '0/0', '0/0', '0/0']"
Baylor - Mark Vital,"['41/105', '15/35', '8/12', '3/7', '1/1', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0']"
Wichita State - Erik Stevenson,"['42/148', '13/37', '5/11', '2/5', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Baylor - Makai Mason,"['80/192', '26/75', '10/24', '3/9', '1/2', '1/1', '1/1', '1/1', '0/1', '0/0', '0/0']"
Baylor - Devonte Bandoo,"['55/126', '21/50', '4/16', '3/3', '1/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Wichita State - Isaiah Poor Bear-Chandler,"['19/33', '6/14', '2/3', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Baylor - Jared Butler,"['74/183', '28/66', '6/26', '3/6', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Baylor - Matthew Mayer,"['34/94', '8/30', '2/7', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Wichita State - Rod Brown,"['9/28', '2/5', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Wichita State - Jamarius Burton,"['47/122', '11/38', '3/7', '2/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Belmont - Grayson Murphy,"['57/117', '27/51', '13/25', '2/11', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Belmont - Nick Muszynski,"['53/105', '28/47', '7/26', '4/6', '1/4', '1/1', '1/1', '1/1', '0/0', '0/0', '0/0']"
Green Bay - JayQuan McCloud,"['85/198', '34/77', '17/31', '5/16', '2/5', '2/2', '0/2', '0/0', '0/0', '0/0', '0/0']"
Belmont - Caleb Hollander,"['22/66', '10/21', '5/6', '1/4', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Belmont - Kevin McClain,"['81/168', '25/74', '8/23', '4/6', '3/4', '1/3', '1/1', '0/1', '0/0', '0/0', '0/0']"
Belmont - Dylan Windler,"['86/159', '41/82', '20/38', '6/17', '3/6', '1/1', '1/1', '0/0', '0/0', '0/0', '0/0']"
Green Bay - Shanquan Hemphill,"['74/158', '30/62', '16/26', '8/15', '2/5', '1/1', '1/1', '0/1', '0/0', '0/0', '0/0']"
Green Bay - T.J. Parham,"['7/25', '1/5', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Green Bay - Trevian Bell,"['32/74', '14/25', '4/12', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Green Bay - Josh McNair,"['27/52', '10/20', '6/8', '3/5', '1/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Belmont - Seth Adelsperger,"['15/28', '7/9', '2/4', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Belmont - Nick Hopkins,"['28/73', '8/23', '2/8', '1/2', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Green Bay - PJ Pipes,"['44/107', '10/38', '1/7', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Green Bay - Kameron Hankerson,"['54/141', '20/49', '5/14', '3/5', '2/2', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0']"
Green Bay - Manny Patterson,"['30/68', '14/24', '5/10', '3/4', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Green Bay - Jevon Smith,"['10/24', '2/7', '2/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Green Bay - Sandy Cohen III,"['105/214', '35/100', '12/32', '6/10', '3/4', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0']"
Belmont - Michael Benkert,"['27/65', '8/20', '2/8', '1/1', '1/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Grand Canyon - Trey Drechsel,"['58/130', '20/54', '10/18', '4/9', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Grand Canyon - Michael Finke,"['56/114', '22/49', '8/20', '5/7', '1/4', '1/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boise State - Pat Dembley,"['38/114', '11/32', '5/11', '2/4', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boise State - Justinian Jessup,"['108/216', '38/103', '12/35', '2/12', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boise State - Zach Haney,"['55/87', '26/47', '10/21', '3/8', '1/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boise State - RJ Williams,"['42/84', '21/39', '6/14', '4/5', '2/4', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boise State - Marcus Dickinson,"['47/112', '15/39', '6/14', '2/4', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Grand Canyon - Oscar Frayer,"['49/119', '13/42', '5/11', '1/4', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Grand Canyon - Alessandro Lever,"['85/185', '30/73', '8/29', '5/7', '3/4', '1/2', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boise State - Derrick Alston,"['70/158', '30/66', '12/27', '2/10', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Grand Canyon - Tim Finke,"['27/65', '4/22', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Grand Canyon - Carlos Johnson,"['85/166', '28/74', '9/25', '4/9', '2/4', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0']"
Grand Canyon - Damari Milstead,"['75/170', '31/67', '9/29', '2/8', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Grand Canyon - Matt Jackson,"['29/65', '10/22', '3/8', '1/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boise State - Malek Harwell,"['12/35', '2/7', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Grand Canyon - Gerard Martin,"['16/36', '5/10', '1/1', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boise State - David Wacker,"['12/25', '6/10', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boston University - Sukhmail Mathon,"['28/50', '7/17', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Elon - Steven Santa Ana,"['83/180', '33/76', '15/32', '4/15', '1/3', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0']"
Boston University - Tyler Scanlon,"['93/191', '38/85', '13/33', '5/13', '0/5', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Elon - Nathan Priddy,"['47/124', '16/42', '6/16', '0/4', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boston University - Javante McCoy,"['64/172', '30/57', '15/27', '4/12', '1/4', '1/1', '1/1', '0/1', '0/0', '0/0', '0/0']"
Boston University - Max Mahoney,"['86/136', '54/81', '26/50', '10/23', '5/10', '3/3', '0/3', '0/0', '0/0', '0/0', '0/0']"
Elon - Karolis Kundrotas,"['6/19', '2/4', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boston University - Garrett Pascoe,"['19/55', '3/15', '1/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boston University - Jordan Guest,"['17/46', '5/14', '2/4', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Elon - Chuck Hannah,"['37/63', '7/25', '3/5', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boston University - Jack Hemphill,"['28/67', '3/19', '2/2', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Elon - Sheldon Eberhardt,"['61/138', '22/55', '10/20', '4/9', '1/4', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boston University - Fletcher Tynen,"['14/41', '4/6', '2/4', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boston University - Jonas Harper,"['34/69', '12/29', '5/8', '4/5', '2/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Elon - Tyler Seibring,"['87/179', '40/79', '17/37', '10/15', '3/10', '1/3', '0/1', '0/0', '0/0', '0/0', '0/0']"
Elon - Kris Wooten,"['38/100', '12/33', '6/12', '0/4', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Elon - Simon Wright,"['12/34', '3/6', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boston University - Alex Vilarino,"['43/92', '21/37', '8/14', '4/7', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Boston University - Andrew Petcash,"['27/61', '10/21', '3/10', '2/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Elon - Federico Poser,"['24/44', '7/17', '5/6', '1/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Elon - Seth Fuller,"['5/20', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Elon - Andy Pack,"['17/51', '5/11', '3/5', '3/3', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Bowling Green - Dylan Frye,"['88/222', '32/78', '12/31', '5/11', '1/5', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Bowling Green - Justin Turner,"['119/255', '50/113', '24/44', '12/22', '3/10', '1/3', '1/1', '0/0', '0/0', '0/0', '0/0']"
Bowling Green - Demajeo Wiggins,"['49/120', '22/42', '13/17', '5/9', '2/3', '1/1', '1/1', '1/1', '0/0', '0/0', '0/0']"
Hartford - John Carroll,"['77/178', '33/70', '9/29', '2/7', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Hartford - George Blagojevic,"['89/153', '38/82', '18/32', '7/17', '4/6', '3/4', '3/3', '1/3', '1/1', '1/1', '2/3']"
Bowling Green - Antwon Lillard,"['49/117', '18/40', '9/16', '3/8', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Hartford - J.R. Lynch,"['99/207', '32/87', '15/30', '9/14', '3/8', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0']"
Hartford - Travis Weatherington,"['63/128', '27/55', '13/26', '2/9', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Bowling Green - Daeqwon Plowden,"['35/100', '15/31', '9/12', '3/8', '1/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Bowling Green - Matiss Kulackovskis,"['15/31', '4/11', '2/4', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Hartford - Jason Dunne,"['80/221', '28/74', '5/26', '1/5', '1/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Bowling Green - Michael Laster,"['50/129', '18/41', '6/14', '2/5', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Hartford - Romain Boxus,"['12/29', '4/8', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Bowling Green - Marlon Sierra,"['24/49', '5/17', '4/5', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Bowling Green - Jeffrey Uju,"['22/46', '4/12', '2/4', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Hartford - Eddie Davis III,"['10/27', '2/7', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Butler - Sean McDermott,"['73/146', '19/64', '5/14', '3/4', '0/3', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Saint Louis - Hasahn French,"['66/148', '25/54', '10/23', '2/7', '1/2', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0']"
Butler - Nate Fowler,"['41/88', '15/36', '5/14', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Saint Louis - Javon Bess,"['99/265', '38/94', '13/34', '6/11', '1/6', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Saint Louis - Jordan Goodwin,"['78/208', '27/67', '10/23', '5/9', '1/5', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0']"
Saint Louis - Carte'Are Gordon,"['23/42', '12/21', '6/10', '1/5', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Butler - Aaron Thompson,"['39/82', '19/34', '11/17', '4/8', '3/4', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0']"
Saint Louis - Tramaine Isabell Jr.,"['93/228', '37/86', '17/35', '5/16', '0/5', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Butler - Paul Jorgensen,"['81/211', '31/73', '14/31', '4/12', '2/4', '0/2', '0/0', '0/0', '0/0', '0/0', '0/0']"
Butler - Kamar Baldwin,"['127/272', '56/121', '14/49', '3/12', '1/3', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Saint Louis - Dion Wiley,"['28/85', '6/19', '1/6', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Saint Louis - Fred Thatch Jr.,"['31/90', '9/27', '3/6', '1/2', '1/1', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0']"
Butler - Henry Baddley,"['30/74', '12/25', '4/11', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Butler - Christian David,"['15/34', '1/10', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Butler - Jerald Gillens-Butler,"['3/11', '1/2', '0/1', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
Butler - Joey Brunk,"['45/75', '21/36', '7/16', '2/2', '2/2', '0/0', '0/0', '0/0', '0/0', '0/0', '0/0']"
