NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3924889,14,0-0,0-0,0-0,0,2,2,0,0,1,1,3,0
4279780,22,4-8,0-1,0-0,1,3,4,1,1,0,3,2,8
4398139,29,3-9,0-0,0-0,0,5,5,0,2,0,1,3,6
4279781,24,4-10,2-6,0-0,1,0,1,2,3,1,4,3,10
3947041,22,2-5,1-2,4-4,0,3,3,0,0,1,3,1,9
3923558,27,4-8,0-0,3-5,5,3,8,2,2,0,3,4,11
4398141,16,0-1,0-0,0-0,0,1,1,0,1,0,0,0,0
4398142,20,5-6,0-0,0-0,0,3,3,2,3,1,4,2,10
4398144,3,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0
4398138,19,4-5,3-3,0-0,0,2,2,1,2,0,2,2,11
4067887,4,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0
3158440,25,4-7,0-0,4-5,0,1,1,0,2,1,0,0,12
4278441,24,4-6,0-0,4-6,2,7,9,0,1,4,4,1,12
4278435,30,0-8,0-4,2-2,0,2,2,2,4,0,5,3,2
4396694,31,1-12,0-8,2-2,1,0,1,2,2,0,2,1,4
4396697,23,1-4,0-0,0-0,2,2,4,0,0,0,0,4,2
4396696,5,1-1,0-0,0-0,1,0,1,0,0,0,1,0,2
4396693,16,1-4,1-3,4-4,1,0,1,0,0,1,3,4,7
4278438,20,3-7,0-0,3-3,4,2,6,1,1,0,4,2,9
4278439,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3921514,6,0-1,0-1,0-0,0,2,2,0,1,0,1,0,0
4067146,18,0-2,0-1,0-0,0,0,0,2,1,0,3,1,0
