NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3138200,10,1-1,0-0,0-0,2,1,3,0,0,0,0,2,2
4065730,36,7-13,5-9,1-3,0,2,2,1,0,0,1,2,20
4065732,37,7-10,3-3,3-4,0,5,5,2,1,1,1,1,20
4065733,37,5-9,2-3,3-5,0,4,4,11,0,0,2,3,15
4395677,27,1-4,1-2,0-0,0,2,2,2,3,0,1,0,3
4065731,8,1-3,0-1,0-1,0,2,2,0,1,0,1,0,2
3947156,23,2-3,0-0,2-2,0,2,2,0,0,4,1,0,6
4066240,22,0-2,0-2,1-3,1,5,6,0,0,1,1,3,1
3911620,36,2-10,0-3,0-0,3,8,11,2,0,0,1,2,4
4277908,32,5-8,0-0,2-2,5,3,8,3,1,0,1,3,12
3138196,31,6-14,2-7,2-3,4,3,7,3,0,0,0,1,16
3911619,38,3-10,3-7,0-0,0,4,4,5,1,2,0,3,9
4395651,37,6-19,3-11,2-2,1,2,3,2,0,0,3,3,17
4395652,2,0-1,0-0,0-0,0,0,0,0,0,0,0,1,0
4065675,18,1-3,1-2,0-0,2,1,3,1,0,1,0,0,3
4065676,3,0-0,0-0,0-0,0,1,1,0,0,0,2,0,0
4277906,3,0-0,0-0,0-0,0,0,0,1,0,0,0,1,0
