NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4278308,25,11-13,1-2,5-7,4,9,13,2,1,0,1,2,28
4396642,28,4-6,0-0,1-3,4,6,10,0,0,2,1,3,9
4278306,35,1-9,0-4,5-6,0,4,4,2,0,0,0,2,7
4278307,22,5-7,4-5,0-0,1,0,1,0,1,0,0,1,14
3922039,35,4-17,2-6,0-0,1,0,1,10,4,0,2,3,10
4278083,10,3-9,0-1,0-0,2,1,3,0,0,0,1,3,6
4396649,15,1-2,0-0,1-1,2,1,3,1,1,0,1,1,3
3948790,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3136177,15,0-1,0-1,0-2,1,3,4,0,1,0,0,1,0
4396641,14,0-1,0-0,0-0,0,0,0,2,1,0,0,2,0
4396614,35,5-10,0-1,5-9,4,11,15,1,1,1,4,4,15
4396620,21,4-6,0-0,2-3,1,1,2,1,1,1,0,2,10
4278248,28,0-5,0-5,0-0,0,1,1,0,1,1,0,2,0
3148927,26,2-5,0-2,0-0,1,1,2,5,1,0,5,5,4
4066449,38,4-13,4-10,0-0,0,1,1,3,0,0,3,1,12
4065741,20,4-5,0-0,0-0,2,3,5,0,0,1,3,3,8
4396619,3,0-0,0-0,0-0,0,0,0,0,0,0,1,1,0
4396618,8,1-2,1-2,0-0,0,0,0,0,0,0,0,1,3
4396615,20,1-7,0-1,3-4,1,2,3,0,0,0,0,1,5
4073484,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4073485,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3947066,1,0-0,0-0,0-0,1,1,2,0,0,0,0,0,0
