NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4278420,30,3-6,0-0,4-6,8,8,16,0,5,2,3,2,10
4397226,17,0-5,0-0,0-0,1,0,1,2,0,3,0,0,0
3941317,30,1-5,0-2,2-2,1,3,4,1,0,1,1,2,4
3920203,27,4-13,1-9,7-7,2,2,4,3,1,0,3,0,16
4066500,26,4-14,4-7,0-0,1,2,3,0,1,0,1,2,12
4278418,14,2-4,1-2,2-4,0,0,0,0,0,0,1,2,7
3138208,7,1-2,0-1,0-0,1,0,1,0,0,0,1,2,2
4397227,12,1-2,0-0,1-2,0,1,1,0,0,0,2,3,3
4397229,10,0-1,0-1,0-0,2,0,2,0,0,0,0,0,0
4066501,14,0-2,0-1,0-0,0,2,2,0,0,0,2,2,0
4278417,13,0-3,0-2,0-0,0,1,1,0,0,0,0,2,0
3155390,24,3-6,0-0,1-3,2,7,9,2,2,0,3,2,7
4277922,24,7-9,0-0,0-0,1,5,6,0,0,1,2,4,14
4277918,32,3-5,1-2,0-0,0,1,1,2,0,0,2,3,7
3947250,30,1-11,0-3,2-2,1,4,5,3,0,0,2,1,4
4277921,21,2-6,1-3,0-0,0,3,3,0,0,0,0,1,5
4397077,19,4-5,0-0,0-1,2,1,3,0,2,3,2,3,8
4397080,11,2-4,2-4,0-0,0,0,0,0,0,0,0,2,6
4334018,19,0-3,0-3,0-0,1,2,3,3,1,0,5,2,0
3947671,20,0-4,0-2,2-2,0,3,3,2,0,0,1,3,2
