NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4067430,20,4-7,0-1,2-3,0,0,0,2,2,0,0,4,10
4397771,16,2-5,1-1,0-0,0,0,0,0,0,0,1,3,5
4067431,32,4-9,2-6,0-2,0,2,2,0,1,0,2,3,10
4067433,25,6-14,0-5,5-6,3,2,5,3,2,0,3,3,17
4067429,33,3-11,2-8,4-5,0,6,6,0,3,0,3,2,12
4397768,13,1-2,0-1,0-0,0,3,3,0,0,0,1,5,2
4279245,16,1-2,0-0,0-0,1,2,3,0,0,0,1,4,2
4279246,13,0-1,0-0,2-2,2,4,6,0,0,0,1,2,2
4279247,5,0-1,0-0,0-2,0,1,1,1,0,0,0,2,0
4397767,15,2-5,0-3,0-0,3,0,3,2,0,0,0,0,4
3907654,12,1-7,1-4,0-0,0,4,4,1,2,0,1,0,3
4065705,17,5-9,0-1,0-0,5,3,8,1,0,0,2,1,10
4278010,24,2-5,0-1,6-6,1,5,6,1,0,0,0,3,10
3908335,27,1-6,0-1,3-3,2,2,4,1,1,1,4,2,5
4065703,27,2-12,1-8,4-4,0,4,4,3,0,0,2,4,9
4395668,14,3-5,0-1,5-6,2,2,4,0,2,0,3,3,11
4395665,19,3-7,1-3,5-6,2,7,9,0,0,0,2,3,12
3908337,12,0-2,0-0,6-6,4,3,7,1,0,0,0,1,6
4066440,14,1-3,0-0,4-4,1,2,3,0,0,6,2,0,6
4278011,4,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
4395664,18,2-3,1-2,0-0,0,1,1,2,1,0,0,4,5
4065704,4,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0
4395667,20,3-10,1-5,3-3,1,3,4,0,0,0,1,0,10
