NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3911626,32,2-10,0-2,0-0,2,4,6,1,1,0,0,2,4
3913551,30,6-12,0-1,0-1,2,4,6,1,1,0,1,5,12
3137729,21,3-7,1-4,0-2,0,1,1,2,0,0,4,0,7
4278373,32,7-15,1-3,4-6,3,4,7,3,0,1,1,5,19
4396658,18,2-4,0-1,2-2,0,2,2,0,0,0,2,2,6
4396659,18,3-7,1-3,2-2,0,1,1,0,0,0,0,1,9
4278376,26,2-7,2-5,0-0,1,4,5,7,4,0,2,2,6
4396657,23,2-7,1-4,0-0,1,1,2,3,1,0,0,1,5
4278280,30,6-13,3-6,2-3,1,6,7,3,0,1,1,2,17
4278284,26,6-6,0-0,2-2,3,10,13,1,0,2,1,2,14
4278282,26,1-3,0-1,0-0,2,2,4,2,0,0,5,1,2
4278283,24,2-4,1-1,2-2,0,4,4,2,1,0,3,4,7
3907788,31,4-13,1-7,12-15,0,5,5,7,3,2,2,2,21
3912845,14,3-6,1-1,0-0,1,3,4,1,0,1,0,0,7
4396632,22,4-10,4-9,0-0,1,1,2,0,0,0,1,2,12
4396633,15,1-2,1-1,0-0,1,0,1,4,0,0,1,2,3
4396634,12,0-1,0-1,0-0,0,0,0,3,0,0,1,1,0
