NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3912279,26,1-6,0-0,1-2,5,7,12,1,0,0,2,4,3
4066405,33,7-18,1-1,10-14,4,6,10,2,0,1,1,2,25
4277978,26,4-7,0-0,0-2,2,1,3,2,2,0,2,4,8
3912278,27,1-5,1-2,0-0,1,1,2,3,4,1,3,4,3
4397242,28,4-11,2-7,6-6,2,3,5,2,1,0,8,1,16
4277980,14,1-2,0-0,0-2,2,1,3,0,0,0,0,4,2
4277981,11,1-1,0-0,0-0,0,0,0,1,0,1,0,1,2
4397238,7,1-2,0-0,0-0,0,0,0,1,1,0,0,0,2
4397239,28,4-7,4-7,0-0,2,4,6,1,0,1,1,1,12
4067390,21,2-4,1-3,0-0,2,5,7,0,0,1,4,3,5
4396806,26,2-6,0-1,1-2,1,1,2,0,1,0,0,2,5
4396807,35,3-10,1-3,8-10,0,6,6,6,6,0,5,1,15
4278490,35,5-8,3-6,8-8,2,5,7,1,0,1,3,2,21
4066491,12,1-3,0-1,0-0,0,0,0,0,2,0,0,2,2
4396804,10,0-4,0-1,0-0,0,1,1,0,0,0,0,3,0
4066493,9,0-1,0-0,0-0,0,1,1,0,2,0,1,3,0
4067360,15,1-2,0-0,8-8,0,2,2,1,0,1,2,3,10
4067358,19,2-3,1-1,4-4,1,0,1,1,1,0,1,1,9
4396803,7,0-2,0-1,0-0,0,1,1,0,1,0,0,1,0
4066233,11,0-2,0-2,0-0,0,1,1,0,0,0,2,0,0
