NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4279212,8,1-5,0-1,0-0,0,2,2,0,0,0,2,1,2
4279213,21,3-8,0-0,1-2,2,1,3,0,0,1,2,2,7
3137005,31,4-7,2-3,3-4,0,1,1,2,1,1,2,2,13
4279208,31,1-9,0-4,3-4,1,0,1,2,1,0,0,2,5
4279210,30,1-3,0-1,2-2,0,4,4,0,0,1,1,1,4
4279211,16,3-8,1-5,1-1,1,1,2,0,1,0,1,1,8
4397549,6,0-2,0-1,0-0,0,0,0,0,0,1,1,1,0
3922032,8,0-2,0-0,1-6,2,1,3,0,0,0,1,3,1
4279214,1,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
4397546,4,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4397548,29,2-5,1-2,0-1,1,2,3,1,0,1,1,2,5
4279209,15,1-2,0-0,1-2,2,1,3,0,0,0,0,1,3
3906466,14,3-3,0-0,0-0,0,0,0,0,0,0,1,4,6
4278492,24,3-3,3-3,0-0,0,2,2,0,0,0,0,1,9
3922045,27,5-10,3-7,0-0,0,3,3,4,0,0,1,1,13
4396812,28,2-10,1-4,4-4,3,3,6,2,0,0,1,0,9
4396810,26,5-10,1-4,2-2,0,0,0,1,0,0,1,1,13
4396816,21,2-3,0-0,4-4,6,5,11,1,0,6,1,3,8
3951966,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4066856,12,2-3,0-0,0-0,1,1,2,0,1,0,1,3,4
3906467,13,5-8,0-3,0-0,3,2,5,1,1,0,1,2,10
4297498,3,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
4396809,23,0-5,0-3,2-2,0,6,6,5,1,1,1,3,2
4396814,2,0-1,0-1,0-0,0,1,1,0,0,0,0,0,0
4396811,4,0-1,0-1,1-2,0,0,0,0,0,0,0,0,1
