NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3951877,32,6-9,0-2,1-2,4,8,12,1,0,3,0,2,13
3951878,38,4-9,0-2,2-2,4,7,11,1,1,0,4,1,10
3951879,37,6-12,0-2,4-4,0,4,4,1,1,0,5,2,16
4070762,40,9-21,1-5,3-5,2,3,5,4,0,1,2,1,22
4279786,33,6-11,2-4,5-6,0,10,10,4,1,0,2,4,19
4397621,8,1-1,0-0,0-0,0,2,2,0,0,0,0,0,2
4072301,12,0-4,0-2,0-0,0,1,1,1,1,0,1,1,0
3947203,21,3-8,0-0,0-0,0,1,1,0,0,0,1,1,6
4396755,20,1-4,0-2,2-2,2,3,5,1,0,0,1,1,4
4067192,28,4-8,0-2,1-2,0,0,0,1,1,0,1,5,9
4278449,40,9-28,2-8,2-2,2,2,4,1,3,0,0,1,22
4278451,22,4-10,1-2,3-4,1,5,6,2,2,0,2,0,12
4278448,16,1-2,0-0,1-2,0,0,0,0,1,0,1,2,3
4396754,19,2-2,0-0,0-0,2,3,5,2,0,2,1,2,4
4067195,16,1-8,1-6,2-2,2,1,3,0,1,1,0,3,5
4278452,8,1-2,0-1,0-0,0,2,2,1,1,0,0,1,2
4396753,10,1-4,1-2,0-0,0,2,2,1,0,0,0,0,3
