NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4067645,27,3-7,2-6,2-2,2,1,3,1,0,0,2,2,10
4077382,27,1-4,0-0,1-2,2,1,3,2,0,2,4,2,3
4398271,29,1-6,0-0,2-2,0,4,4,2,2,0,0,4,4
4398273,29,12-15,8-11,2-2,0,5,5,0,1,0,4,2,34
4280115,26,1-6,1-6,0-0,1,2,3,4,0,0,7,2,3
4067646,3,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
4067647,6,0-0,0-0,0-0,0,1,1,0,0,0,0,1,0
3936283,16,0-3,0-1,1-2,0,0,0,1,0,0,1,3,1
4067644,5,0-0,0-0,0-0,0,0,0,0,0,0,1,1,0
4280116,19,2-6,1-4,2-4,0,2,2,2,0,0,2,1,7
4398274,13,1-3,1-3,0-0,0,0,0,0,0,0,0,1,3
4066494,21,3-8,1-5,3-4,2,5,7,0,0,1,3,2,10
4278297,28,5-10,0-2,2-7,4,6,10,1,1,2,1,1,12
4067251,27,2-5,2-3,1-2,0,1,1,3,3,0,1,4,7
3907804,29,14-17,5-7,1-1,0,2,2,2,1,0,0,1,34
3936293,28,6-11,0-0,2-2,1,4,5,4,2,1,2,2,14
4396640,7,0-0,0-0,1-2,1,0,1,0,0,2,0,3,1
4396638,23,4-6,0-0,0-0,4,5,9,1,2,1,4,0,8
4396639,21,3-8,2-4,2-3,1,3,4,1,0,0,1,0,10
4278296,16,0-1,0-0,2-2,1,0,1,3,2,0,0,4,2
