NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3906466,26,4-7,0-0,1-2,6,1,7,1,0,1,0,4,9
4278492,27,2-4,2-4,0-0,0,2,2,0,2,0,2,2,6
3922045,33,3-10,2-5,0-0,0,5,5,8,2,0,5,0,8
4396810,28,4-10,4-8,2-2,1,0,1,2,0,0,3,4,14
4396811,11,1-3,0-2,0-0,0,1,1,1,1,0,1,1,2
4396816,7,0-0,0-0,0-0,0,0,0,0,0,2,0,3,0
4066856,14,1-6,0-0,3-4,2,5,7,3,1,2,2,2,5
3906467,7,0-2,0-1,0-0,0,1,1,0,0,0,0,0,0
4396809,20,1-4,0-1,4-4,1,1,2,1,0,1,3,4,6
4396815,4,0-1,0-0,0-0,0,0,0,0,0,0,0,1,0
4396812,23,8-10,6-8,0-0,1,2,3,0,0,0,1,2,22
4278269,24,2-8,0-1,0-0,2,2,4,2,0,1,2,1,4
4278274,28,3-7,0-0,1-1,1,3,4,1,1,0,3,2,7
4278268,35,8-10,3-4,4-5,2,4,6,2,2,0,3,3,23
4278275,24,2-2,1-1,4-4,1,3,4,5,2,0,3,2,9
3149055,23,3-12,0-2,0-0,0,5,5,5,2,0,0,4,6
4398025,10,3-3,1-1,0-2,0,1,1,0,0,0,1,3,7
4398021,15,2-2,1-1,2-4,0,0,0,1,0,0,1,0,7
4398022,14,0-3,0-2,1-2,0,1,1,1,0,1,2,3,1
3130704,9,2-3,1-1,3-4,0,0,0,0,0,0,0,0,8
4067361,6,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4067650,12,0-2,0-2,3-4,1,1,2,0,1,0,1,0,3
