NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3907408,26,5-10,0-0,1-2,6,3,9,0,0,2,3,4,11
4277815,10,0-1,0-0,1-2,0,1,1,0,0,1,1,3,1
4395698,32,6-11,2-5,0-0,0,2,2,2,0,0,2,4,14
4277813,28,3-9,0-1,1-2,2,4,6,1,0,0,3,3,7
4277814,31,2-10,1-7,0-0,4,4,8,1,1,0,3,1,5
3912274,4,0-3,0-0,1-2,1,0,1,1,0,0,0,1,1
4277812,28,5-14,2-7,2-2,2,1,3,2,0,0,1,2,14
3947248,14,2-6,0-4,0-0,1,2,3,2,0,1,0,1,4
3136622,8,1-1,0-0,0-0,0,0,0,1,0,0,0,0,2
3907406,19,1-1,0-0,3-4,0,6,6,4,2,1,1,5,5
4278481,19,0-2,0-1,1-2,0,6,6,1,0,0,1,2,1
3904625,19,5-8,0-0,0-3,2,0,2,0,0,4,2,4,10
3912281,34,2-4,0-0,1-2,0,4,4,4,0,0,2,4,5
3132062,37,6-11,3-5,9-11,0,0,0,2,1,0,3,2,24
3136493,36,3-10,0-4,10-10,0,2,2,3,2,1,1,1,16
3904623,27,3-4,0-0,2-8,1,7,8,0,2,1,0,1,8
4396673,5,1-2,1-2,0-0,0,1,1,0,0,0,0,0,3
4066487,8,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3132374,15,1-4,1-3,0-0,0,1,1,2,0,0,0,0,3
