NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3911624,22,1-2,0-0,2-4,1,0,1,0,0,1,2,4,4
4397161,37,3-8,0-1,2-4,4,8,12,1,3,0,3,5,8
4066460,19,3-5,2-4,4-5,0,3,3,0,0,0,3,5,12
4066797,37,2-3,0-0,0-0,3,6,9,2,0,0,0,3,4
4278368,36,10-20,6-12,0-1,0,1,1,3,1,0,1,3,26
4397162,4,0-1,0-0,0-0,0,1,1,0,0,0,1,0,0
3946036,9,0-0,0-0,0-0,0,2,2,0,0,0,1,1,0
3149936,17,4-6,0-0,0-0,3,3,6,4,0,0,2,4,8
4066270,11,0-1,0-1,0-0,0,0,0,0,1,1,0,0,0
4397160,33,5-12,2-4,1-2,1,0,1,8,4,0,4,2,13
3908374,31,3-11,0-0,4-6,1,6,7,1,1,1,1,2,10
3908867,42,5-11,0-2,11-12,0,1,1,5,3,0,2,1,21
4066863,41,5-13,0-0,4-6,0,5,5,2,0,0,5,1,14
4278360,38,5-6,2-3,5-5,1,4,5,1,1,0,0,1,17
4396818,36,4-6,0-0,2-3,5,1,6,1,0,1,1,2,10
4278358,13,2-3,0-0,1-4,2,1,3,0,1,3,0,3,5
4066862,10,0-2,0-0,0-0,1,1,2,0,0,0,2,1,0
4396817,3,0-0,0-0,0-0,0,0,0,0,0,0,0,2,0
4396819,11,1-3,1-3,0-0,0,0,0,0,0,0,0,1,3
