NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3919422,17,0-4,0-0,1-2,0,1,1,0,1,0,3,5,1
3919423,30,3-9,0-0,2-4,1,2,3,0,1,0,2,1,8
4397224,38,3-5,0-0,0-0,3,8,11,0,0,3,0,3,6
4397220,39,3-9,0-3,2-2,0,2,2,5,3,0,1,3,8
4397221,36,5-15,4-11,0-1,1,1,2,0,1,0,1,0,14
4397223,1,0-0,0-0,2-2,1,0,1,1,0,0,0,0,2
4066517,2,0-2,0-0,0-0,0,0,0,0,0,0,0,1,0
3919421,4,1-1,1-1,0-0,0,1,1,1,0,0,1,0,3
4397222,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3936100,32,2-7,0-3,0-0,0,1,1,0,0,0,2,1,4
3904644,24,1-4,0-0,0-0,1,2,3,1,1,0,4,1,2
3904645,23,0-3,0-2,5-5,2,2,4,2,1,0,1,2,5
4070687,39,7-9,3-5,0-0,0,9,9,2,0,0,5,1,17
4278349,39,9-20,5-9,0-0,0,5,5,2,1,0,0,1,23
4278350,35,3-5,3-5,2-3,0,4,4,4,1,0,0,0,11
3133794,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4278348,5,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0
4396786,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4396787,11,1-4,0-0,1-2,4,1,5,0,1,2,2,4,3
4396788,1,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0
4070689,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4278347,21,0-2,0-1,3-4,1,1,2,2,0,0,0,0,3
