NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4067230,18,0-1,0-0,0-0,0,1,1,0,0,0,1,3,0
4397803,21,3-5,2-3,0-0,0,4,4,1,1,2,1,2,8
4397802,34,2-13,0-0,1-4,1,3,4,4,1,0,8,4,5
4279051,27,0-2,0-0,3-6,0,2,2,2,1,0,1,2,3
4279052,37,7-15,4-11,3-4,0,1,1,0,1,1,2,0,21
3129935,20,3-3,0-0,2-2,1,4,5,2,1,1,1,4,8
4397800,6,1-3,0-1,0-0,0,0,0,0,0,1,2,3,2
4397801,12,0-3,0-2,0-0,0,0,0,1,0,1,1,1,0
4397804,4,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0
4397799,21,1-6,0-3,0-0,0,4,4,1,0,0,3,3,2
3906811,20,5-8,0-0,0-0,1,2,3,0,0,1,0,3,10
3946973,26,4-8,1-2,4-7,3,4,7,4,4,0,2,2,13
4065699,4,1-1,1-1,0-0,0,0,0,1,0,1,0,1,3
3132359,26,5-8,0-1,3-4,1,7,8,2,1,0,0,1,13
4066428,26,8-16,1-5,3-3,1,8,9,1,2,1,2,4,20
4066401,21,4-6,0-0,3-3,3,3,6,0,1,3,0,1,11
4395661,19,2-9,0-5,5-6,3,4,7,2,1,0,4,2,9
4278007,16,3-4,3-4,0-0,0,0,0,5,1,0,4,2,9
4278106,16,3-5,1-1,1-2,1,1,2,3,3,0,1,5,8
3133822,26,2-4,0-0,0-0,0,4,4,4,0,1,2,0,4
