NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4278229,25,7-13,0-0,4-6,7,6,13,0,0,1,1,3,18
4278230,29,0-4,0-1,0-0,1,0,1,0,0,0,0,2,0
3934622,6,1-2,0-1,0-0,0,0,0,0,0,0,0,0,2
3136501,39,3-7,0-3,0-1,0,2,2,4,1,0,1,4,6
4066443,38,6-13,3-6,3-6,2,11,13,5,0,0,3,2,18
3923248,18,6-10,0-0,1-1,4,1,5,0,0,0,1,1,13
4278231,4,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
4278233,25,2-9,1-4,1-1,1,2,3,0,0,0,4,1,6
4396612,16,0-4,0-3,0-0,0,1,1,1,1,0,0,2,0
4278334,25,6-7,0-0,1-2,2,1,3,2,1,1,0,4,13
4278332,25,1-4,1-4,0-0,0,2,2,2,0,0,0,0,3
4066471,33,5-9,2-3,0-0,1,8,9,4,2,0,0,2,12
4278333,32,5-12,1-4,6-10,0,4,4,4,2,0,2,1,17
3934628,35,5-12,4-8,4-4,0,4,4,5,2,0,2,1,18
4402793,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4278335,15,1-3,0-0,0-0,0,2,2,1,1,1,1,4,2
4066472,11,1-2,0-0,1-1,1,0,1,1,0,0,0,2,3
4402790,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4402794,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4066968,1,1-1,0-0,0-0,0,0,0,0,0,0,0,2,2
4066469,20,4-5,3-4,0-0,1,0,1,0,0,0,0,2,11
