NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3907110,27,6-7,0-0,0-2,2,6,8,1,0,1,2,2,12
3947734,33,4-9,1-4,1-1,3,1,4,6,0,0,2,2,10
3947736,21,5-9,2-5,0-0,0,4,4,2,0,2,1,4,12
4067579,27,3-4,2-3,2-2,0,2,2,6,1,0,0,1,10
4278881,27,2-5,2-4,2-2,0,0,0,2,0,0,0,1,8
4067576,10,1-4,0-1,0-0,0,2,2,0,0,0,3,3,2
3161993,16,4-5,1-1,0-0,1,0,1,1,3,1,0,3,9
4278886,2,0-0,0-0,0-0,0,0,0,0,0,0,1,1,0
4067577,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4396745,26,6-9,6-8,0-0,1,2,3,0,1,0,0,2,18
4278884,8,0-2,0-2,0-0,0,3,3,0,1,0,1,0,0
4067127,28,6-10,0-1,1-1,2,2,4,0,0,1,6,1,13
4278389,15,2-2,0-0,0-0,1,1,2,0,1,0,1,2,4
4396689,31,5-7,1-2,1-4,0,1,1,3,2,0,0,2,12
4067124,29,3-6,1-2,2-2,2,3,5,2,0,0,2,0,9
3155750,31,4-6,3-4,5-7,0,1,1,1,0,0,1,1,16
3136495,15,1-4,0-0,2-2,0,1,1,0,0,1,0,0,4
4066777,8,0-1,0-1,0-0,0,0,0,1,0,0,3,1,0
3132057,21,2-6,0-2,1-1,0,0,0,0,0,0,0,1,5
4396688,22,0-4,0-1,0-0,1,6,7,4,0,0,1,2,0
