NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4396568,26,4-7,0-1,2-3,1,1,2,1,1,0,3,2,10
3130753,30,2-4,1-2,0-1,2,2,4,0,1,1,4,4,5
3913243,29,5-14,1-5,1-2,2,3,5,2,1,0,2,2,12
3904617,36,6-11,2-5,4-4,2,3,5,4,2,0,0,3,18
4278235,20,2-7,0-2,4-7,2,1,3,1,3,0,4,4,8
3959346,7,0-0,0-0,0-0,2,1,3,0,0,0,1,0,0
4396569,17,4-6,1-2,0-0,1,2,3,0,0,0,0,0,9
4396570,28,5-10,2-6,0-1,0,3,3,3,1,0,1,4,12
4278234,7,0-0,0-0,0-0,0,0,0,1,0,0,1,0,0
4397954,26,3-4,2-3,1-1,1,2,3,1,1,0,2,1,9
4279857,27,9-18,4-6,4-4,2,6,8,3,2,0,3,4,26
4279859,13,3-5,0-0,0-1,2,1,3,0,0,1,1,3,6
4397951,30,7-11,3-5,5-6,0,1,1,1,4,0,1,2,22
4067530,26,2-3,1-2,0-0,0,1,1,3,1,0,1,2,5
4067529,16,0-1,0-1,2-2,0,2,2,0,0,1,0,1,2
4397955,26,4-8,1-3,0-0,1,3,4,1,0,1,2,4,9
4397956,6,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0
3938913,13,0-2,0-2,4-4,0,1,1,0,2,0,0,1,4
4067532,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4397952,6,1-1,1-1,0-0,2,2,4,0,0,0,1,0,3
4397953,10,0-1,0-0,0-0,0,1,1,0,0,0,4,2,0
