NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4066825,22,4-5,0-0,1-2,1,6,7,1,1,4,0,0,9
4279557,15,3-7,1-3,0-0,1,1,2,2,0,0,2,1,7
4066827,26,2-4,0-1,0-4,1,10,11,1,1,2,3,3,4
4066828,30,2-6,2-4,3-3,1,1,2,4,0,0,4,1,9
3920225,21,1-9,1-6,0-0,0,2,2,2,0,0,4,0,3
4066830,13,4-6,2-4,0-0,0,0,0,1,1,1,0,1,10
4066831,11,1-6,0-0,0-0,0,2,2,0,0,1,1,3,2
4397970,19,2-3,0-0,1-2,1,1,2,0,0,0,0,0,5
4397971,4,0-0,0-0,0-0,0,0,0,0,0,0,0,2,0
4279556,10,1-1,1-1,0-0,0,2,2,3,0,0,1,1,3
4397968,18,1-4,1-3,2-2,0,2,2,1,1,0,2,2,5
4397969,10,0-2,0-2,0-0,0,1,1,0,0,0,4,2,0
3920222,1,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
3911620,28,5-11,1-4,3-4,2,5,7,2,0,0,0,2,14
4277908,17,2-6,0-0,3-4,1,2,3,0,0,0,0,2,7
3138196,31,5-13,2-5,1-2,0,4,4,1,3,0,5,1,13
3911619,28,4-6,1-3,2-2,1,2,3,0,2,2,1,0,11
4395651,27,4-11,0-4,5-5,0,4,4,4,2,0,1,0,13
4395652,22,4-7,1-2,3-3,1,6,7,0,2,1,1,2,12
4277912,4,0-0,0-0,0-0,0,1,1,0,0,0,0,1,0
4065674,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4065675,14,0-2,0-1,2-2,0,2,2,3,0,0,1,1,2
4065676,12,0-3,0-0,0-0,1,1,2,3,1,0,2,2,0
4277906,2,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0
4277911,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4395650,12,2-2,1-1,0-0,0,1,1,2,2,0,0,2,5
4395653,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
