NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4408196,1,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0
4290712,26,2-9,1-6,4-5,0,5,5,3,0,0,5,2,9
4290718,29,1-3,0-1,4-5,1,1,2,2,1,0,4,1,6
4408189,24,4-9,3-5,2-2,0,2,2,0,0,0,1,1,13
4408190,15,1-7,1-6,0-0,0,1,1,0,1,0,3,0,3
4290714,9,1-3,1-2,0-0,0,0,0,0,0,0,1,2,3
4408193,24,2-3,0-0,0-0,1,3,4,0,0,0,1,2,4
4408201,13,2-4,0-0,0-0,3,3,6,0,0,0,2,5,4
4408194,23,0-7,0-2,2-4,0,0,0,2,1,0,2,3,2
4408191,12,0-1,0-1,0-0,0,0,0,1,0,0,1,0,0
4290720,24,2-7,0-2,0-0,0,0,0,1,1,0,1,1,4
4279163,19,4-5,0-0,2-6,2,3,5,0,2,0,1,2,10
3904749,28,8-12,2-3,0-0,4,3,7,3,0,0,3,1,18
3913216,10,1-6,1-6,0-0,0,1,1,0,0,0,1,0,3
4396589,22,5-8,2-4,2-3,1,4,5,3,3,0,1,3,14
4396591,17,0-2,0-1,0-0,0,3,3,3,0,0,0,1,0
4279162,21,6-6,3-3,7-7,2,5,7,3,2,0,1,2,22
4066775,20,2-5,0-3,0-0,0,5,5,5,1,1,2,1,4
3904746,5,0-1,0-0,0-0,0,2,2,0,0,0,2,1,0
3904748,9,2-2,0-0,0-0,0,1,1,0,0,0,1,1,4
4284136,5,0-0,0-0,0-0,0,0,0,0,1,0,2,2,0
4279161,7,1-1,1-1,0-0,0,2,2,2,1,0,1,1,3
4396592,21,4-5,2-3,0-0,0,1,1,3,1,0,1,3,10
4396590,16,4-6,2-3,0-0,0,3,3,2,2,1,1,1,10
