NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3911620,36,6-13,2-5,7-8,2,9,11,3,0,0,7,3,21
4277908,24,3-4,0-0,5-5,1,6,7,5,0,1,0,4,11
3138196,23,4-11,4-7,3-3,4,7,11,5,1,1,1,2,15
3911619,34,5-12,2-5,3-4,3,7,10,2,1,0,3,2,15
4395651,30,7-14,1-5,4-6,1,4,5,4,0,0,5,2,19
4395652,17,1-5,0-2,0-0,0,2,2,0,0,0,2,1,2
4065675,16,1-2,1-1,0-0,0,0,0,1,0,2,0,1,3
4065676,8,0-1,0-0,0-0,1,0,1,0,1,0,3,2,0
4277906,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4395650,10,2-2,0-0,0-0,0,0,0,0,1,1,2,3,4
3906811,16,1-4,0-0,0-0,3,1,4,1,1,1,1,4,2
3946973,33,4-10,1-4,4-6,1,2,3,4,3,1,1,1,13
4065699,25,4-12,1-7,2-3,0,0,0,4,4,0,5,3,11
3132359,27,5-12,0-4,2-2,1,9,10,1,1,2,1,4,12
4066428,22,0-4,0-2,1-2,0,2,2,1,1,1,2,4,1
4066401,22,6-7,0-0,3-3,2,3,5,0,1,2,0,3,15
4395661,15,3-8,1-4,0-0,1,0,1,1,0,1,0,0,7
4278007,34,8-14,5-7,0-0,0,2,2,4,0,0,2,2,21
4278106,6,0-2,0-0,0-1,0,1,1,1,1,0,1,0,0
