NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4278280,27,2-8,0-3,3-6,2,7,9,0,2,0,5,4,7
4278282,28,6-9,0-1,2-3,4,4,8,1,0,0,0,0,14
4278283,22,6-11,0-5,3-4,4,4,8,3,0,0,3,4,15
4396634,21,0-3,0-1,0-1,1,4,5,2,0,0,2,1,0
3907788,37,8-18,0-5,12-15,1,6,7,3,1,2,3,3,28
3912845,9,0-0,0-0,0-0,0,2,2,0,0,0,1,2,0
4278284,11,0-2,0-1,0-0,1,1,2,0,0,0,0,1,0
4396632,26,3-12,1-7,0-0,0,0,0,2,5,0,1,3,7
4396633,19,2-5,0-0,1-1,0,1,1,1,1,0,2,3,5
4278335,26,3-3,1-1,3-4,0,2,2,3,4,0,0,3,10
3934630,15,2-3,0-0,3-6,3,5,8,1,0,0,2,5,7
4066471,36,9-17,5-9,3-5,0,3,3,5,0,0,4,2,26
4278333,28,5-9,1-3,4-4,1,4,5,1,1,0,5,4,15
3934628,38,2-13,1-7,5-5,0,4,4,3,2,0,1,2,10
4278334,13,2-2,0-0,2-4,0,2,2,0,0,1,0,5,6
4278332,9,0-0,0-0,1-2,1,2,3,2,0,0,1,1,1
4066472,9,0-1,0-0,0-0,0,2,2,1,1,0,0,2,0
4066968,4,0-2,0-1,0-0,0,0,0,0,0,1,0,0,0
4066469,22,2-6,2-6,4-4,0,0,0,1,3,0,1,0,10
