NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3149059,32,4-5,1-1,0-0,0,7,7,0,1,3,1,4,9
3133632,15,2-2,0-0,0-0,1,0,1,0,0,0,0,2,4
3149036,35,6-12,1-4,4-4,0,2,2,5,3,0,3,1,17
4277928,35,5-19,2-8,7-8,2,3,5,2,3,1,3,3,19
4277930,33,4-9,2-4,2-2,0,2,2,2,2,0,4,0,12
4397082,8,0-0,0-0,0-0,0,1,1,1,0,1,0,1,0
3137796,27,2-6,1-3,1-2,0,2,2,1,0,1,0,2,6
4397081,15,2-4,2-3,2-3,0,3,3,0,0,1,0,1,8
3906665,35,7-10,0-0,4-4,3,9,12,3,1,2,6,0,18
4066648,34,8-19,0-3,6-10,1,5,6,0,1,1,3,4,22
4280151,25,0-3,0-2,0-0,0,2,2,0,1,1,0,1,0
4066649,36,3-11,2-9,2-2,1,3,4,4,2,0,3,1,10
3155941,38,6-12,4-9,0-0,0,2,2,6,2,0,2,4,16
4066651,11,1-3,1-2,0-0,0,0,0,0,0,0,0,2,3
3947137,13,0-1,0-1,0-0,0,1,1,1,1,0,1,2,0
3153373,8,0-0,0-0,0-0,0,1,1,1,0,0,0,2,0
