NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3130746,41,3-7,0-2,4-6,2,8,10,2,4,0,2,5,10
3917980,41,5-7,0-0,8-11,2,1,3,1,3,1,1,2,18
3917978,47,3-12,2-8,2-3,0,2,2,4,2,1,3,4,10
3917979,47,7-19,2-10,6-7,1,4,5,4,1,0,3,5,22
4278214,50,7-12,5-9,6-6,1,5,6,1,0,0,2,3,25
4395887,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4395890,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4395893,13,0-3,0-0,0-0,0,2,2,1,0,0,0,3,0
3130743,9,0-0,0-0,0-0,0,0,0,1,0,0,1,2,0
4395888,1,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
3904748,16,2-2,0-0,1-2,1,2,3,2,0,1,0,2,5
3904749,47,5-14,2-5,0-1,4,8,12,7,2,0,2,3,12
4066775,43,5-10,1-5,1-1,0,7,7,2,1,1,1,4,12
4396589,45,6-16,1-5,8-10,2,6,8,2,2,1,6,4,21
4396591,42,5-10,2-3,4-5,2,6,8,4,2,0,3,3,16
3904746,4,1-1,0-0,1-2,1,0,1,0,1,0,0,1,3
4279162,26,5-8,0-1,4-6,5,2,7,0,1,0,0,4,14
3913216,8,0-2,0-2,1-2,0,2,2,0,0,0,1,2,1
4396592,14,2-4,0-1,0-0,0,0,0,0,0,0,0,0,4
4279161,5,0-2,0-1,2-2,0,0,0,0,0,0,1,1,2
