NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3133922,38,3-6,1-3,1-2,0,3,3,1,3,0,1,1,8
4277835,26,1-5,0-4,0-0,1,5,6,1,0,0,2,2,2
3947075,29,5-7,0-0,2-3,2,9,11,1,2,1,1,3,12
3133969,35,9-19,1-5,5-6,3,6,9,3,2,0,3,1,24
3136699,34,5-14,2-4,1-1,0,3,3,0,2,0,2,2,13
3913224,11,0-1,0-0,0-0,2,2,4,1,0,0,1,1,0
4395620,7,0-4,0-1,0-0,1,1,2,0,0,0,0,0,0
4395622,5,0-2,0-0,0-0,0,1,1,0,0,0,0,0,0
4277833,15,2-5,1-3,0-0,1,2,3,1,0,0,0,1,5
3914273,17,5-9,0-0,1-3,0,4,4,1,0,0,3,3,11
4278065,21,3-6,1-3,0-1,0,7,7,0,0,1,2,4,7
4278067,33,1-9,0-2,1-2,2,7,9,0,1,5,0,1,3
4395719,23,3-4,1-2,0-0,0,0,0,0,1,0,5,2,7
3914269,16,1-2,0-1,0-0,1,0,1,1,1,0,2,0,2
3914270,20,2-2,0-0,0-0,0,1,1,0,0,0,1,0,4
4395720,7,0-2,0-1,0-0,0,0,0,0,0,1,0,0,0
4395717,5,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4395721,6,0-0,0-0,2-2,0,0,0,0,0,0,0,0,2
4066265,11,0-4,0-0,0-0,0,1,1,1,0,0,0,1,0
4066266,27,3-7,2-5,1-2,0,6,6,4,0,0,2,2,9
4278064,14,1-5,1-4,1-2,0,0,0,1,0,0,1,0,4
