NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4066508,21,3-6,2-4,3-4,1,4,5,0,1,1,0,0,11
4278393,22,1-2,1-2,1-2,0,5,5,0,0,1,3,2,4
4278395,36,7-11,2-3,0-0,1,6,7,0,1,0,2,0,16
4397194,39,7-13,3-6,2-2,0,1,1,6,2,0,2,1,19
3911628,36,8-17,2-7,4-6,1,4,5,4,2,0,1,1,22
3133856,14,4-5,0-0,1-1,2,3,5,0,0,0,0,4,9
4066512,4,0-0,0-0,0-0,0,0,0,1,1,0,0,2,0
3132056,5,1-2,1-2,0-0,0,0,0,0,0,0,0,2,3
3911629,23,2-4,0-1,4-4,0,2,2,1,0,0,1,3,8
4279568,17,2-8,1-5,1-2,1,0,1,0,0,0,0,1,6
4066847,27,3-3,0-0,8-8,2,3,5,0,1,0,1,3,14
4066845,35,5-9,1-3,2-3,1,1,2,6,2,0,2,3,13
3906977,38,7-13,6-11,3-4,0,5,5,2,0,0,4,5,23
3906978,37,3-8,0-2,0-0,0,1,1,3,0,2,3,0,6
4398004,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4279566,19,4-9,3-5,1-2,1,7,8,0,0,0,0,1,12
4279567,2,0-0,0-0,0-0,0,1,1,0,0,0,0,1,0
4279565,20,1-6,0-1,1-1,1,2,3,2,0,0,2,2,3
4398003,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4398005,2,2-3,1-1,0-0,1,0,1,0,1,0,0,1,5
