NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3137247,38,3-4,0-0,1-2,1,5,6,1,1,0,2,3,7
3136942,35,3-8,0-0,2-4,6,6,12,0,0,0,4,5,8
3137232,19,1-6,1-3,0-0,1,1,2,0,1,0,0,0,3
4284169,30,0-5,0-0,0-0,0,0,0,6,1,0,2,2,0
4398239,30,7-13,5-8,2-2,0,0,0,1,0,0,2,4,21
3143549,5,0-1,0-0,0-0,0,0,0,0,0,0,0,1,0
4067598,4,0-1,0-1,0-0,0,1,1,0,1,0,0,0,0
4070767,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4398238,20,3-7,2-4,0-0,0,2,2,4,0,1,2,2,8
3129945,18,0-2,0-1,4-4,0,0,0,0,0,0,2,1,4
3934620,29,6-6,0-0,0-0,1,2,3,2,1,1,1,0,12
4066485,23,2-4,0-0,1-2,0,7,7,1,0,2,0,2,5
4278217,26,7-12,1-2,0-1,3,1,4,3,2,3,1,2,15
4066486,24,4-9,2-5,0-1,0,2,2,3,2,1,3,1,10
3934619,22,4-5,2-3,0-0,0,0,0,6,2,0,0,1,10
4278219,4,1-1,0-0,0-0,0,2,2,0,0,0,0,1,2
4278220,13,2-3,0-0,1-3,0,4,4,0,1,1,1,1,5
4278218,16,1-3,0-1,1-1,0,0,0,1,0,0,0,2,3
4396608,18,3-6,0-1,2-2,2,2,4,2,0,0,2,0,8
4396609,11,1-1,0-0,1-2,0,0,0,1,0,0,1,1,3
3153183,14,0-3,0-2,0-0,0,0,0,0,0,0,2,2,0
