NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4401571,21,1-4,0-1,2-2,0,2,2,3,0,0,3,0,4
4401575,21,0-0,0-0,0-0,1,4,5,2,0,0,3,3,0
4401576,35,13-15,0-0,4-6,1,5,6,0,0,0,3,3,30
4283009,21,2-7,1-4,2-2,0,2,2,2,0,0,2,2,7
4401570,27,1-6,0-1,2-4,1,5,6,5,0,0,5,3,4
4401577,10,0-4,0-0,0-0,1,3,4,0,1,0,1,2,0
4283004,2,1-1,0-0,0-0,0,0,0,0,0,0,0,1,2
4283007,5,0-2,0-1,0-0,0,0,0,0,0,0,0,0,0
4283008,5,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4283003,5,0-2,0-2,0-0,0,0,0,0,0,0,1,0,0
4401573,4,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0
4401574,5,0-1,0-0,2-2,0,0,0,0,0,0,2,1,2
4283010,12,1-6,0-0,1-2,0,2,2,0,0,0,2,2,3
4401569,27,2-6,2-4,0-0,0,2,2,4,1,0,2,1,6
4066856,19,2-6,0-0,3-6,2,2,4,0,0,1,2,3,7
4278492,20,3-8,2-6,0-1,1,2,3,1,0,0,0,1,8
3922045,23,3-9,1-7,0-0,0,1,1,4,0,0,0,1,7
4396810,26,8-16,2-9,0-0,1,2,3,4,3,0,0,1,18
4396811,19,3-5,2-4,0-0,3,4,7,2,2,0,0,3,8
4396813,2,0-1,0-1,0-0,0,1,1,0,0,0,0,0,0
4396816,11,4-5,0-0,2-5,3,3,6,0,0,4,1,4,10
3951966,3,3-3,0-0,0-0,3,2,5,0,0,0,0,1,6
3906466,10,1-1,0-0,0-2,1,2,3,0,0,2,0,1,2
3906467,14,3-3,1-1,1-2,0,4,4,4,0,1,1,0,8
4297498,2,0-0,0-0,2-2,0,0,0,0,0,0,0,0,2
4396809,23,3-7,2-3,0-0,0,3,3,8,3,0,2,2,8
4396814,2,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0
4396815,10,0-1,0-1,0-0,0,1,1,0,0,0,0,1,0
4396812,16,8-13,6-11,0-0,0,3,3,0,1,0,0,0,22
