NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3946036,35,3-5,1-2,4-4,2,2,4,0,1,0,1,2,11
3149936,8,2-6,0-0,1-2,4,1,5,0,0,0,2,4,5
3947017,36,4-11,3-8,0-0,2,1,3,3,0,0,1,3,11
3947221,33,9-21,6-14,6-6,0,7,7,6,1,0,2,3,30
4278368,16,3-5,2-3,2-2,0,0,0,0,0,0,1,3,10
4397161,7,1-2,0-0,1-2,2,0,2,1,0,0,0,1,3
4397162,15,0-2,0-1,0-0,0,2,2,0,0,1,0,4,0
4278370,8,1-2,0-0,0-0,2,1,3,0,0,2,0,1,2
4397160,9,0-2,0-1,2-2,0,1,1,2,0,0,1,1,2
4066270,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4066460,27,3-8,3-7,3-5,1,0,1,1,0,0,0,1,12
4066797,5,0-0,0-0,1-2,0,0,0,0,0,0,0,0,1
3138160,27,9-15,6-10,5-6,0,3,3,4,0,0,1,3,29
3138161,38,7-9,1-1,3-4,3,5,8,6,1,1,3,3,18
3148992,37,6-12,0-2,4-8,2,8,10,2,0,0,0,3,16
3155987,29,8-15,1-3,5-6,6,3,9,3,1,0,0,2,22
3133824,11,2-4,0-1,0-0,0,1,1,0,0,0,0,3,4
4397340,4,0-1,0-0,0-0,0,0,0,0,1,1,1,0,0
3924916,24,5-5,1-1,0-0,0,0,0,0,0,0,0,3,11
3947120,9,1-1,1-1,0-0,0,2,2,1,0,0,0,1,3
3948788,1,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
3136083,20,2-3,1-2,2-2,1,0,1,1,1,0,2,1,7
