NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3914279,33,8-12,1-2,7-9,1,5,6,1,0,1,1,2,24
4067103,18,2-2,1-1,3-4,1,2,3,1,1,0,2,4,8
4280044,24,1-4,0-1,0-0,0,5,5,4,1,0,4,4,2
3914278,34,4-13,1-7,10-11,1,1,2,3,2,0,3,4,19
4067102,28,5-8,4-6,3-5,2,4,6,6,3,0,2,4,17
4397651,1,1-1,0-0,0-0,0,0,0,0,0,0,0,0,2
4397649,16,1-3,1-3,0-0,0,1,1,2,0,1,0,2,3
4280043,9,1-1,0-0,0-1,0,1,1,1,0,3,0,3,2
4397650,13,2-4,2-3,0-0,0,3,3,2,0,0,4,0,6
3914280,4,1-1,1-1,0-1,0,0,0,0,0,0,0,1,3
4067104,20,3-3,0-0,0-1,0,2,2,1,1,0,2,4,6
4397153,26,4-11,0-0,3-6,10,4,14,2,3,0,3,2,11
4278366,31,6-11,0-0,7-8,3,3,6,0,0,3,1,3,19
3906520,36,1-9,0-3,3-3,0,6,6,4,5,0,5,5,5
4278107,19,0-3,0-2,0-0,0,1,1,2,0,1,2,4,0
4278365,21,6-12,3-8,4-4,0,0,0,0,1,0,1,3,19
4066853,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4397152,32,4-8,3-5,10-12,0,5,5,2,1,1,2,4,21
4072630,14,0-2,0-0,0-0,0,0,0,1,1,0,3,4,0
3130550,20,1-9,0-4,2-2,0,1,1,0,2,0,1,3,4
