NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3907085,23,1-2,0-0,0-1,1,3,4,0,0,2,1,3,2
4067398,19,2-8,0-2,4-4,2,4,6,0,0,0,1,4,8
4397916,28,0-4,0-1,2-2,1,3,4,2,0,0,3,1,2
4279447,28,5-9,0-0,3-6,1,3,4,0,2,0,8,4,13
4397922,28,4-8,0-2,2-2,1,4,5,1,2,0,2,1,10
4397923,17,1-4,0-3,0-0,0,1,1,2,0,0,1,2,2
4279448,27,2-10,1-7,0-1,1,4,5,1,1,0,1,2,5
3907082,20,1-5,1-5,1-2,2,1,3,1,1,0,0,1,4
4397918,2,0-1,0-1,0-0,0,0,0,0,0,0,1,0,0
4397919,8,0-4,0-4,0-0,0,1,1,0,1,0,2,1,0
4278308,25,5-8,1-2,0-0,0,8,8,2,1,0,0,2,11
4396642,15,3-5,0-0,4-8,1,3,4,1,0,1,3,3,10
4278306,24,4-9,0-1,1-1,0,0,0,1,3,0,3,2,9
3136177,22,3-7,1-5,4-4,1,3,4,0,1,0,1,2,11
3922039,24,3-10,0-3,0-2,0,5,5,6,3,0,1,3,6
4396649,19,0-1,0-1,0-0,2,5,7,0,0,0,2,3,0
4278083,15,0-0,0-0,5-6,0,3,3,0,0,1,1,3,5
3948790,5,0-2,0-0,0-0,0,0,0,0,0,0,1,1,0
4396643,5,1-2,0-1,0-0,1,1,2,0,0,0,0,0,2
4396644,2,0-0,0-0,2-2,0,0,0,0,1,0,0,0,2
4396645,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4278307,21,3-6,3-5,2-2,0,3,3,3,1,0,2,0,11
4396641,21,2-5,1-4,1-1,0,1,1,3,1,0,3,2,6
