NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3135059,37,6-7,0-0,3-4,3,4,7,0,0,0,3,2,15
4066327,20,2-6,0-0,1-1,2,2,4,0,2,0,2,4,5
4277869,24,0-10,0-5,0-0,0,3,3,2,0,0,1,5,0
4277872,32,2-8,0-6,0-0,0,2,2,2,0,0,1,3,4
4395631,37,3-13,2-5,2-2,1,4,5,0,1,0,4,3,10
4395632,16,1-4,0-1,2-3,0,2,2,1,0,0,0,3,4
4277871,4,0-1,0-0,0-0,0,2,2,0,0,1,0,1,0
4277868,19,2-5,1-2,2-2,3,0,3,0,0,1,2,1,7
3918425,2,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
4065664,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3130565,9,1-5,0-2,2-2,0,2,2,0,0,0,1,1,4
3135054,20,2-6,1-2,0-0,0,3,3,1,0,0,1,2,5
3907824,19,2-2,0-0,2-2,0,8,8,0,0,2,2,3,6
3907823,34,3-5,0-1,6-8,3,4,7,1,1,0,3,1,12
4065656,36,3-7,0-0,3-6,1,5,6,3,3,1,3,2,9
4277854,26,0-7,0-4,2-2,0,1,1,0,1,0,0,4,2
4277850,9,2-4,0-1,0-0,0,2,2,0,0,0,0,2,4
4065660,21,2-6,1-1,7-9,1,1,2,0,0,2,0,0,12
4065657,12,1-3,1-3,3-3,1,1,2,0,0,0,1,2,6
3918723,13,0-3,0-3,0-0,0,0,0,3,0,0,2,2,0
4395630,3,1-1,1-1,0-0,0,0,0,1,0,0,0,0,3
4277852,7,0-2,0-0,0-0,0,4,4,1,0,0,2,1,0
