NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4397908,18,1-2,0-1,0-0,0,2,2,0,0,0,1,5,2
3907102,34,3-6,0-0,6-14,1,4,5,1,2,2,1,3,12
4067405,25,2-5,1-3,0-0,1,0,1,0,0,0,1,0,5
3907099,32,2-10,1-6,2-6,1,1,2,1,0,0,2,2,7
4279455,34,7-11,4-5,5-6,0,7,7,6,1,0,3,2,23
4067409,5,0-0,0-0,0-1,0,0,0,0,0,0,2,2,0
4397909,15,0-2,0-1,1-2,1,2,3,0,0,0,2,0,1
4279458,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4397905,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4397906,24,0-6,0-2,0-0,1,3,4,0,1,0,2,3,0
4397907,1,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0
4397910,10,0-3,0-2,2-2,0,0,0,0,0,0,2,1,2
3934620,30,2-7,0-0,0-0,1,2,3,2,1,0,0,3,4
4066485,23,5-11,0-0,5-5,2,8,10,1,0,2,2,4,15
4278217,21,4-6,0-0,0-0,3,2,5,0,4,1,3,0,8
4066486,32,11-19,4-7,1-1,0,0,0,6,2,0,2,2,27
3934619,18,0-4,0-2,0-0,0,1,1,5,0,0,0,2,0
4278219,12,0-2,0-0,2-4,2,4,6,1,1,0,0,2,2
4278220,6,1-1,0-0,0-2,1,3,4,0,0,1,1,3,2
4278218,10,0-0,0-0,2-2,1,1,2,1,0,0,0,0,2
4396608,11,0-0,0-0,0-0,0,0,0,0,1,0,1,3,0
4396609,9,2-5,0-2,0-0,2,2,4,0,0,0,0,1,4
3153183,28,5-9,1-2,3-3,0,5,5,3,1,0,2,1,14
