NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4278403,14,1-2,0-0,0-1,0,2,2,0,1,1,2,4,2
4397196,37,6-10,0-0,2-2,1,3,4,2,1,4,3,3,14
4278402,27,1-5,0-0,0-2,2,3,5,3,1,1,6,2,2
3136535,29,4-6,1-1,4-5,2,2,4,2,3,0,6,5,13
3147687,35,1-6,0-2,6-6,2,11,13,1,2,0,2,3,8
3149900,15,2-6,0-0,3-4,0,4,4,0,0,0,2,4,7
4397199,18,1-2,1-2,0-0,0,1,1,0,0,1,1,2,3
3131633,25,4-5,3-3,6-10,0,0,0,0,0,0,1,4,17
3136475,35,0-2,0-0,2-4,0,3,3,0,0,0,1,3,2
4278580,29,3-10,0-4,5-7,2,5,7,0,1,2,1,4,11
3947674,24,4-8,1-3,5-6,0,4,4,1,2,0,0,2,14
4065816,37,4-13,2-7,6-7,0,1,1,0,4,0,4,4,16
4278579,29,3-9,1-1,1-2,1,1,2,2,1,0,0,1,8
4065721,6,1-5,0-0,0-0,1,1,2,0,0,0,0,2,2
4278582,10,2-3,0-0,3-5,1,1,2,0,0,2,1,1,7
4278578,3,0-1,0-1,0-0,0,0,0,1,0,0,0,1,0
4397118,21,2-6,0-1,0-0,0,1,1,0,0,0,1,2,4
4397119,6,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
