NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3156043,20,1-2,0-0,2-4,0,4,4,1,0,2,0,4,4
3947058,25,5-10,0-0,1-3,2,0,2,1,2,1,2,4,11
3948866,33,3-15,3-7,1-2,2,7,9,0,1,0,2,2,10
4279808,26,4-11,3-8,3-3,1,1,2,1,0,0,2,2,14
3938909,24,3-10,0-3,1-1,3,4,7,3,3,0,2,2,7
4398209,9,0-0,0-0,0-2,1,1,2,0,0,0,2,4,0
3155936,15,2-5,1-2,0-2,0,0,0,0,0,0,0,2,5
4279809,27,1-8,0-6,0-0,2,2,4,1,1,0,0,2,2
4398205,3,1-2,0-1,0-0,1,0,1,0,0,0,0,0,2
4398206,7,1-1,1-1,2-4,0,1,1,1,0,0,0,0,5
4398210,11,0-0,0-0,0-0,0,2,2,1,0,0,0,0,0
4278506,22,3-8,0-0,6-7,0,10,10,3,0,2,2,2,12
4278507,32,2-4,2-3,0-0,0,5,5,6,1,0,4,0,6
4067340,19,1-6,1-6,1-2,0,0,0,2,0,0,0,1,4
4278501,33,4-10,0-3,3-4,0,2,2,2,1,1,1,0,11
4278502,25,7-8,0-0,3-4,3,6,9,2,1,1,2,1,17
4066350,13,3-4,0-0,0-0,1,1,2,0,0,0,0,1,6
4066352,19,2-4,1-3,2-2,0,6,6,2,0,0,0,3,7
4397062,10,1-1,0-0,1-2,0,0,0,0,0,0,1,3,3
4397063,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4397064,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4397060,24,4-9,2-4,0-0,0,2,2,1,0,0,2,1,10
4278504,1,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
