NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3947237,13,0-2,0-0,0-0,0,3,3,0,0,0,3,2,0
3132057,32,4-8,3-7,4-5,0,0,0,1,2,0,2,2,15
3155750,36,6-11,3-7,0-0,0,2,2,0,1,0,3,3,15
3906521,30,7-11,0-2,6-7,0,3,3,2,3,0,2,2,20
4067124,30,3-5,1-2,2-2,2,3,5,4,0,0,0,3,9
4067127,13,1-4,0-2,0-2,0,3,3,1,0,0,1,5,2
3136495,13,1-2,0-0,0-0,0,2,2,1,0,0,0,0,2
4066952,2,0-0,0-0,0-0,0,0,0,0,0,0,2,0,0
4396688,11,1-2,1-1,0-0,0,3,3,0,0,0,1,0,3
4396689,20,0-6,0-1,2-2,2,2,4,1,2,0,1,1,2
4066277,17,3-4,0-0,1-3,4,0,4,2,1,0,1,4,7
4066981,33,4-13,1-5,2-2,2,8,10,6,3,0,3,1,11
3132377,31,9-16,6-13,3-4,1,6,7,1,2,2,1,4,27
4278962,30,2-10,1-7,0-0,1,1,2,4,2,0,2,1,5
4397485,22,2-5,1-3,1-2,0,1,1,4,1,0,2,2,6
4397486,4,0-0,0-0,0-0,1,0,1,0,0,0,0,0,0
4278965,13,3-5,0-0,0-1,4,2,6,0,0,1,1,2,6
4397481,23,4-6,2-3,2-3,0,1,1,3,2,0,1,0,12
4397482,9,2-3,0-1,0-0,1,2,3,0,0,0,0,0,4
4397484,2,0-1,0-1,0-0,0,0,0,0,1,0,1,0,0
4397488,16,3-3,0-0,1-2,1,3,4,3,1,0,3,2,7
