NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3913676,21,0-2,0-0,0-0,2,2,4,0,2,1,0,0,0
3136215,10,1-1,0-0,1-4,0,1,1,0,0,0,0,1,3
3138202,40,11-17,4-7,4-5,1,11,12,0,0,1,1,0,30
3948144,40,6-16,3-9,4-4,0,2,2,8,1,0,3,1,19
4067031,35,2-12,1-4,0-0,1,4,5,2,1,1,0,1,5
4278576,20,2-3,0-0,0-0,3,5,8,0,0,2,1,2,4
4397564,6,1-2,0-0,0-0,0,1,1,0,0,2,1,2,2
4397567,11,0-1,0-0,0-0,1,0,1,1,1,0,1,1,0
4279093,17,0-2,0-1,0-0,0,0,0,0,0,0,0,0,0
4278380,36,3-8,0-0,4-4,0,2,2,1,1,0,2,0,10
4066836,29,10-19,1-3,2-2,2,9,11,2,0,0,4,3,23
4397191,31,2-6,2-6,0-0,2,4,6,2,1,1,0,2,6
3908871,22,2-4,2-4,0-0,0,1,1,2,0,1,0,3,6
4278378,34,0-6,0-3,1-2,0,1,1,6,1,0,2,3,1
4072624,19,1-3,1-3,0-0,1,2,3,0,1,0,2,2,3
4397192,11,1-3,0-1,0-1,0,2,2,0,0,0,0,0,2
4397190,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4397193,15,1-5,1-2,0-0,3,0,3,0,0,0,1,1,3
