NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3911620,26,3-9,0-2,2-2,2,8,10,2,0,0,1,3,8
4277908,16,3-5,0-0,1-2,5,1,6,1,3,0,1,0,7
3138196,17,7-11,2-3,5-5,3,2,5,1,2,0,4,2,21
3911619,20,0-7,0-5,1-3,1,1,2,1,0,0,1,3,1
4395651,21,5-10,2-6,2-2,0,3,3,2,1,0,1,1,14
4395652,20,9-13,2-3,1-3,5,2,7,0,3,1,0,2,21
4277912,2,1-1,0-0,0-0,0,0,0,0,0,0,0,0,2
4277909,15,5-10,0-0,1-1,2,6,8,0,0,1,1,1,11
4065674,4,0-0,0-0,1-2,0,1,1,0,1,0,1,1,1
4065675,12,3-6,0-2,0-0,2,1,3,1,0,0,1,3,6
4065676,15,1-3,0-0,1-1,0,3,3,5,0,1,0,1,3
4277906,9,3-4,0-1,0-0,0,1,1,0,1,0,0,2,6
4277911,4,2-2,1-1,0-0,0,0,0,0,0,0,0,0,5
4395650,15,2-5,0-1,4-5,1,5,6,5,1,0,0,3,8
4395653,4,1-1,0-0,0-1,0,0,0,0,0,2,0,0,2
3948125,19,2-4,0-0,0-0,1,1,2,2,0,1,1,1,4
3948129,26,4-9,0-4,2-4,1,1,2,4,0,1,2,3,10
3948126,20,2-5,0-1,3-4,0,0,0,1,0,0,1,3,7
3948127,30,5-12,1-5,5-6,0,4,4,4,0,0,4,1,16
4067232,27,4-8,4-7,2-2,0,4,4,0,0,0,2,2,14
4279200,2,0-1,0-0,0-0,1,1,2,0,0,0,0,0,0
4397456,14,2-3,0-1,0-2,1,2,3,0,1,1,0,3,4
4397457,14,0-3,0-0,2-4,0,3,3,0,0,0,1,4,2
4279202,5,0-1,0-0,0-0,2,0,2,1,0,0,0,3,0
4397455,19,1-5,1-5,0-0,1,2,3,0,0,0,2,0,3
4397458,13,0-4,0-3,2-4,0,1,1,0,0,0,3,1,2
4279201,4,0-3,0-2,0-0,0,0,0,0,0,0,1,1,0
4067231,7,1-1,1-1,2-2,0,1,1,0,1,0,2,3,5
