NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3941313,15,3-5,0-0,0-0,1,3,4,0,0,1,3,4,6
4066695,38,7-13,0-2,4-5,0,10,10,5,1,0,3,3,18
4395896,31,0-3,0-2,0-0,2,0,2,1,2,0,2,2,0
4067724,31,4-7,2-4,2-2,1,2,3,0,2,0,3,2,12
3913240,34,4-9,3-7,0-0,0,7,7,2,0,2,3,1,11
3941316,21,0-1,0-1,0-0,0,1,1,1,0,0,4,3,0
4278224,2,0-0,0-0,2-2,1,0,1,0,0,0,1,0,2
4395897,27,1-3,1-3,0-0,1,3,4,1,2,0,2,2,3
3941310,1,0-1,0-1,0-0,0,1,1,0,0,0,0,0,0
4279163,29,5-8,0-0,2-6,2,6,8,2,0,0,2,1,12
3904749,33,4-9,1-4,1-1,1,2,3,2,2,0,0,2,10
3913216,11,2-5,1-3,2-2,0,0,0,2,2,0,1,0,7
4396589,34,1-6,0-1,2-5,0,3,3,5,3,0,3,2,4
4396591,24,2-2,0-0,0-0,0,0,0,3,1,0,1,0,4
4279162,24,4-8,2-4,3-4,0,0,0,1,2,0,1,3,13
4066775,26,3-10,3-6,0-0,0,3,3,0,2,0,2,0,9
3904748,11,1-1,0-0,0-0,0,1,1,1,2,0,0,2,2
4396592,8,0-1,0-1,0-0,0,0,0,1,0,0,0,0,0
