NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4395688,35,3-12,0-3,0-0,1,5,6,1,1,1,1,0,6
4278046,29,5-9,1-3,0-0,5,3,8,0,0,0,0,3,11
4278045,17,0-5,0-4,0-0,0,1,1,1,0,0,2,3,0
4395687,25,3-5,2-3,0-0,1,3,4,0,3,0,0,1,8
4065750,32,4-12,3-9,1-2,2,4,6,3,0,0,4,3,12
4278047,9,0-2,0-0,0-0,0,2,2,0,1,1,0,2,0
4395691,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4395686,19,1-5,0-1,0-0,0,2,2,1,0,0,0,3,2
4395689,13,0-3,0-1,2-2,1,0,1,0,0,1,0,1,2
3155501,17,0-1,0-0,2-3,0,3,3,4,0,0,3,1,2
3908846,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0
4074937,2,1-1,0-0,0-0,0,0,0,0,0,0,0,0,2
3947156,22,4-9,0-0,3-3,6,1,7,0,1,1,2,3,11
3138200,19,3-5,0-0,1-2,2,6,8,0,1,1,1,2,7
4065730,29,3-10,3-7,3-4,0,4,4,3,2,0,2,0,12
4065732,32,3-5,1-1,4-5,2,5,7,5,0,1,0,1,11
4065733,34,4-13,2-5,0-0,0,3,3,5,1,0,0,2,10
4278035,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4278037,2,0-1,0-1,0-0,1,0,1,0,0,0,0,0,0
4065731,13,4-6,1-1,3-3,0,2,2,0,0,2,0,2,12
4066240,22,1-5,0-3,2-2,1,6,7,1,1,1,0,0,4
4278034,3,0-0,0-0,1-2,0,0,0,0,0,0,1,0,1
4395677,17,0-2,0-2,0-0,0,0,0,0,0,0,1,4,0
4395678,2,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0
4395680,2,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0
