NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4278265,13,2-8,1-5,0-0,1,4,5,0,0,0,2,5,5
3130700,31,2-5,1-4,1-1,1,4,5,0,0,0,1,1,6
4278266,28,1-5,0-2,1-3,1,2,3,1,0,0,1,1,3
4278267,33,1-7,0-2,0-0,1,1,2,5,0,0,1,3,2
4397985,26,2-7,0-0,0-0,3,5,8,0,1,1,5,1,4
4278264,17,3-12,0-1,2-2,2,6,8,0,0,0,3,4,8
3923257,18,3-11,1-4,0-1,1,0,1,0,0,0,0,2,7
4067639,12,2-5,2-5,0-0,0,0,0,0,0,0,0,2,6
4067640,11,0-3,0-1,0-0,1,3,4,0,1,0,2,2,0
4067642,3,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
4067641,8,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3913239,24,2-4,1-3,2-2,1,3,4,2,1,0,2,3,7
4277883,20,7-10,4-4,3-6,1,4,5,3,1,1,1,2,21
3934623,18,7-10,0-0,2-2,1,8,9,0,0,0,0,2,16
3137221,17,0-2,0-2,2-2,0,1,1,5,0,0,1,1,2
4277878,23,0-3,0-3,2-2,0,5,5,2,0,0,2,1,2
4065666,24,8-10,0-2,1-1,1,5,6,4,1,0,1,2,17
66591,13,1-2,0-0,1-2,2,3,5,1,0,0,1,0,3
4277880,16,2-5,1-3,2-4,1,5,6,0,0,1,0,1,7
3133847,19,2-6,1-3,0-1,0,3,3,1,2,0,0,1,5
3908808,17,1-5,1-5,0-0,0,1,1,2,0,0,1,2,3
4277881,3,1-1,1-1,0-0,0,1,1,0,0,0,0,0,3
4277879,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4395634,3,0-2,0-2,0-0,0,1,1,0,0,0,0,0,0
