NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4396787,30,4-11,0-0,0-0,3,4,7,1,0,2,1,2,8
4278350,32,4-12,4-11,3-3,0,2,2,1,2,0,1,4,15
3904645,22,0-4,0-4,2-2,1,1,2,2,1,0,3,4,2
4070687,36,5-16,2-10,3-4,1,10,11,4,0,0,3,2,15
4278347,37,3-12,1-6,2-2,1,4,5,2,1,0,3,1,9
4278348,8,1-3,1-2,0-0,0,1,1,2,0,1,0,1,3
3133794,7,1-1,1-1,0-0,1,2,3,0,0,0,1,1,3
3904644,4,0-2,0-0,0-0,0,0,0,0,0,0,0,1,0
4396786,1,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
4396788,14,0-2,0-2,0-0,0,0,0,1,0,0,0,1,0
4070689,9,2-4,1-2,0-0,0,0,0,1,0,0,0,1,5
3911620,28,3-9,1-3,4-5,2,12,14,3,0,1,1,1,11
4277908,16,5-10,0-0,1-1,1,2,3,0,0,0,3,2,11
3138196,28,6-11,2-4,3-4,3,4,7,1,1,0,0,1,17
3911619,29,3-10,2-8,4-4,0,5,5,5,2,0,3,1,12
4395651,27,1-7,1-5,4-4,0,7,7,7,0,0,3,1,7
4395652,20,4-5,0-1,2-2,1,2,3,2,0,1,0,2,10
4277912,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4277909,13,1-2,0-0,3-4,1,3,4,0,0,1,2,2,5
4277910,1,1-1,0-0,0-0,0,0,0,0,0,0,0,0,2
4065674,1,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
4065675,10,2-2,2-2,1-2,0,2,2,0,0,0,0,0,7
4065676,12,0-1,0-0,0-1,0,0,0,1,1,1,2,1,0
4277906,2,0-0,0-0,0-0,0,0,0,0,0,1,0,0,0
4277911,1,0-0,0-0,0-0,0,0,0,1,0,0,0,1,0
4395650,10,0-0,0-0,0-0,0,2,2,0,0,0,0,0,0
4395653,1,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
