NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4397224,36,4-14,0-0,1-2,11,11,22,1,0,6,0,3,9
3919422,40,2-16,0-4,0-0,1,7,8,4,0,0,8,2,4
3919423,28,3-8,0-0,3-4,2,3,5,1,1,3,1,2,9
4397220,29,7-15,0-5,2-2,0,1,1,2,1,0,2,4,16
4397221,38,3-7,1-4,3-6,2,5,7,1,1,0,1,2,10
4066517,4,0-2,0-0,0-0,1,1,2,0,0,0,1,0,0
3919421,12,0-4,0-2,0-0,1,1,2,1,0,0,0,4,0
4397222,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3936100,11,1-4,1-2,0-0,0,1,1,0,0,1,1,1,3
4067390,25,2-5,0-2,1-2,1,8,9,1,0,3,2,0,5
4067360,31,3-5,0-0,1-5,3,2,5,2,0,3,1,2,7
4278490,31,3-9,1-3,2-2,1,9,10,0,2,0,3,3,9
4066233,34,5-18,1-9,0-2,1,8,9,1,0,0,2,2,11
4396807,37,4-13,2-6,0-2,0,4,4,4,2,1,2,3,10
4396802,9,1-1,0-0,2-3,1,0,1,0,0,0,0,3,4
4396804,7,0-0,0-0,0-0,0,2,2,0,0,1,2,1,0
4066493,2,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0
4067358,13,1-4,1-2,0-0,0,0,0,0,0,0,2,1,3
4396800,11,0-0,0-0,0-0,0,1,1,0,0,0,0,1,0
