NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4283595,37,3-10,0-1,6-7,2,5,7,1,2,2,2,4,12
4283596,31,5-6,4-5,1-2,0,1,1,0,0,0,3,1,15
3163453,36,6-19,1-8,0-0,4,7,11,3,3,0,1,0,13
4283598,30,1-9,0-2,8-15,3,3,6,0,1,0,4,4,10
4283602,34,2-7,1-3,0-0,1,1,2,3,2,0,2,1,5
4398121,6,1-2,0-0,0-0,0,3,3,0,0,0,2,5,2
4398122,4,0-0,0-0,0-0,1,0,1,0,0,0,2,0,0
4402893,1,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0
4067880,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4284101,11,1-2,0-0,2-2,0,1,1,0,0,0,0,2,4
4398120,9,0-1,0-0,0-0,0,0,0,0,0,0,2,2,0
4278410,22,2-5,2-4,0-2,0,4,4,2,1,4,2,3,6
4066517,17,5-7,0-0,4-5,2,7,9,0,1,1,0,4,14
3936100,38,6-11,4-7,4-4,2,2,4,8,3,0,3,2,20
4397220,38,5-8,2-4,0-0,0,2,2,3,2,0,2,0,12
4397222,8,1-4,0-2,0-0,1,1,2,0,1,0,1,3,2
4397224,23,2-5,0-0,0-0,0,6,6,2,0,3,3,1,4
3919422,24,7-11,0-2,2-3,0,2,2,6,1,0,1,1,16
4283452,2,0-1,0-1,0-0,0,0,0,1,0,0,0,0,0
4072631,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3919421,27,6-8,4-5,0-0,0,1,1,4,0,0,1,3,16
