NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4396567,5,1-3,0-1,0-0,0,0,0,0,0,0,1,1,2
3130753,37,4-9,2-7,2-2,0,4,4,2,0,1,4,4,12
3913243,27,4-7,2-3,0-2,0,5,5,1,0,1,1,2,10
3904617,14,1-2,1-2,0-0,0,1,1,3,0,0,1,3,3
4278235,29,9-12,2-2,0-0,1,3,4,0,2,1,4,3,20
3959346,8,0-2,0-0,0-2,0,0,0,1,0,0,0,1,0
4396569,26,3-7,0-0,6-10,1,3,4,1,1,0,2,3,12
4396570,28,4-9,3-8,0-0,1,1,2,2,0,0,0,1,11
4396565,26,0-2,0-1,5-6,1,5,6,6,1,0,6,2,5
4278229,19,4-7,0-0,7-8,5,3,8,0,0,3,2,2,15
4278230,28,4-7,1-4,0-1,0,1,1,3,1,0,1,0,9
3934622,26,8-14,0-4,3-4,2,3,5,3,3,0,2,3,19
4066441,27,5-8,3-4,2-2,0,4,4,6,1,0,1,2,15
4066443,29,7-13,4-8,1-1,0,5,5,3,3,0,2,2,19
3938920,7,3-5,0-0,0-1,2,1,3,1,0,1,0,2,6
3923248,7,1-2,0-0,0-0,1,1,2,1,0,0,1,1,2
4278231,5,2-4,0-0,0-0,1,2,3,0,0,0,0,3,4
4278232,3,1-1,0-0,1-2,0,2,2,0,0,0,0,0,3
4278233,5,0-2,0-0,0-0,2,1,3,0,0,0,1,0,0
4396612,16,1-3,0-2,0-0,0,0,0,2,0,0,0,1,2
3136501,26,1-7,0-1,1-2,1,2,3,3,3,1,1,4,3
4076548,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
