NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3911626,26,1-7,0-5,2-2,1,1,2,2,1,1,0,2,4
4278373,33,9-12,1-2,4-7,1,7,8,1,1,0,2,3,23
4278376,35,3-7,0-0,2-4,0,1,1,1,1,0,5,3,8
3137729,33,3-12,1-5,3-4,1,2,3,4,2,0,5,0,10
4396659,16,0-2,0-2,0-0,0,2,2,1,1,0,3,1,0
4278374,19,1-1,1-1,0-0,1,5,6,1,0,0,0,1,3
3913551,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4278375,24,5-5,0-0,1-4,1,1,2,0,0,2,0,3,11
4278377,2,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0
4396657,8,0-1,0-0,1-2,1,0,1,0,0,0,0,1,1
4396660,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3936277,30,2-5,0-1,3-6,1,5,6,5,3,2,1,3,7
3936278,31,7-11,1-3,1-3,1,9,10,1,0,0,2,1,16
4067943,30,3-5,2-4,1-2,2,3,5,6,1,0,0,3,9
4280265,35,8-15,4-10,1-2,1,3,4,1,1,0,2,1,21
4067798,22,2-6,1-3,0-0,0,1,1,2,0,0,1,4,5
4067799,13,4-4,0-0,2-3,3,0,3,0,0,0,0,4,10
3907620,7,0-1,0-0,0-0,0,1,1,0,0,0,1,1,0
4067800,11,1-2,0-1,0-0,1,0,1,0,1,0,1,1,2
3951282,1,1-1,0-0,0-0,0,0,0,0,0,0,0,0,2
3129940,20,3-8,3-7,0-0,0,1,1,4,0,0,2,3,9
