NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4278263,16,0-3,0-0,0-0,0,2,2,1,1,0,0,3,0
4278260,3,0-1,0-0,0-0,0,0,0,0,0,0,0,4,0
3907780,36,6-12,0-3,0-2,0,5,5,7,1,0,1,1,12
4066450,38,3-10,3-10,5-6,1,6,7,0,0,0,0,2,14
4278257,39,8-13,1-6,9-12,0,3,3,5,1,0,4,1,26
4278259,13,3-7,3-7,0-0,0,4,4,0,1,0,0,1,9
4066799,14,1-1,0-0,0-0,3,0,3,0,1,2,1,2,2
3907779,18,2-3,0-0,0-0,3,1,4,0,1,1,1,2,4
4066796,6,0-1,0-0,4-4,0,2,2,0,1,0,3,3,4
4396629,17,2-6,0-1,2-4,1,5,6,0,0,0,0,4,6
4278481,11,0-1,0-0,0-0,1,0,1,0,0,0,3,3,0
3904625,19,5-6,0-0,3-7,2,4,6,0,0,0,2,3,13
3912281,31,2-6,0-2,1-1,1,4,5,3,2,0,4,1,5
3132062,36,6-12,2-7,7-9,0,2,2,7,1,0,0,3,21
3136493,33,5-15,3-7,0-2,1,4,5,0,0,2,2,5,13
3904623,22,2-3,0-0,1-2,1,4,5,0,1,2,0,2,5
4396673,17,2-5,2-4,0-0,0,1,1,1,0,0,0,3,6
4066487,12,0-3,0-1,2-4,0,1,1,0,0,1,0,0,2
3132374,19,1-3,1-3,0-2,0,3,3,1,0,0,0,3,3
