NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4067966,20,2-7,0-2,1-4,0,4,4,0,0,0,0,3,5
4398259,21,1-3,0-0,1-2,0,0,0,0,0,0,2,3,3
4067962,23,2-5,0-0,1-1,2,5,7,1,1,1,1,2,5
4067967,31,4-12,0-1,2-2,3,3,6,1,1,1,3,3,10
4067964,25,1-7,0-3,0-0,1,1,2,2,1,0,4,1,2
4067965,10,0-2,0-0,0-0,2,0,2,0,0,0,0,0,0
4398261,6,0-0,0-0,0-0,0,0,0,0,0,0,0,2,0
4398263,4,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4398264,11,1-4,1-2,0-0,0,1,1,0,0,0,4,0,3
4403383,14,2-4,0-2,1-1,1,0,1,0,0,0,0,1,5
4279846,23,3-4,0-1,1-2,1,2,3,2,2,0,2,2,7
4279847,12,2-5,0-2,0-0,0,1,1,0,0,1,3,1,4
3945564,27,4-8,2-2,2-6,2,11,13,5,1,1,1,2,12
67275,30,3-6,3-5,0-0,1,5,6,1,1,1,0,1,9
3147501,29,3-12,2-7,2-2,4,1,5,1,1,0,2,1,10
3945566,32,4-7,0-2,8-8,0,1,1,6,2,0,2,0,16
4278039,30,8-11,3-5,0-0,0,4,4,4,4,1,2,4,19
4278040,12,4-7,0-0,1-1,3,1,4,0,0,2,4,2,9
4395681,18,1-4,1-2,1-2,3,0,3,1,2,0,1,2,4
4395682,6,1-3,0-1,0-0,0,1,1,1,1,0,0,1,2
4278038,16,0-0,0-0,0-0,0,1,1,0,1,0,1,1,0
