NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4278264,13,2-6,0-0,0-0,0,1,1,0,0,0,1,4,4
4278265,28,3-5,3-3,1-2,2,5,7,2,0,3,3,4,10
3130700,30,5-9,3-7,2-2,0,4,4,1,0,0,4,2,15
4278267,24,0-4,0-3,2-3,1,1,2,6,1,0,7,4,2
4397985,25,5-10,0-0,0-0,1,2,3,0,2,1,3,2,10
3923257,19,0-5,0-2,2-2,0,3,3,1,1,0,0,2,2
4067639,4,0-1,0-1,0-0,0,1,1,0,0,1,0,0,0
4067640,13,4-6,2-2,1-2,1,3,4,1,0,1,0,3,11
4397987,20,4-6,0-0,1-2,0,2,2,2,1,0,2,2,9
4067641,3,1-2,1-2,0-0,0,0,0,0,0,0,1,0,3
4278266,21,2-2,1-1,0-0,0,1,1,0,0,0,2,4,5
4278017,17,2-5,0-2,0-0,2,2,4,0,0,0,1,2,4
3938916,28,5-11,0-0,3-6,1,3,4,4,0,1,2,2,13
4395669,17,4-7,1-3,3-3,0,4,4,3,1,0,2,3,12
4395670,24,4-9,0-1,3-4,0,2,2,2,2,0,1,1,11
4395671,29,4-7,1-2,6-7,3,3,6,0,1,0,0,0,15
4278018,19,2-3,0-0,4-6,4,4,8,0,0,4,1,3,8
4278022,4,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4278019,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4278020,4,1-3,1-1,0-0,0,2,2,0,0,0,0,0,3
4067470,20,2-5,0-1,5-7,2,2,4,1,2,0,2,2,9
4278012,26,8-13,4-8,0-0,1,1,2,3,0,0,0,1,20
4278016,9,0-2,0-1,2-2,0,1,1,0,1,0,1,1,2
