NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3912284,40,3-3,0-0,0-0,5,10,15,1,0,1,1,5,6
4397593,27,2-4,0-0,4-4,2,3,5,0,2,1,3,3,8
4397588,21,0-7,0-4,2-2,0,2,2,2,1,0,3,1,2
4397594,44,8-16,6-12,10-10,0,7,7,0,0,0,2,3,32
3147464,37,4-7,2-4,0-0,1,0,1,1,0,0,3,3,10
3908862,33,4-6,0-0,5-8,1,6,7,2,0,0,1,3,13
4279225,8,0-4,0-1,0-0,0,1,1,1,0,0,0,0,0
4397589,11,2-3,1-2,0-0,0,3,3,1,0,1,1,2,5
4397590,29,1-8,0-0,2-4,1,2,3,4,1,0,3,3,4
4066773,18,1-5,0-3,0-1,0,1,1,0,1,1,1,3,2
3904749,46,6-13,2-6,0-0,1,4,5,6,1,0,2,1,14
4396589,45,5-15,1-7,6-8,3,2,5,4,2,0,5,4,17
4396591,42,0-6,0-3,1-2,1,3,4,1,0,0,0,5,1
3913216,16,2-5,2-5,0-0,1,1,2,1,1,0,0,1,6
3904748,4,1-1,0-0,0-0,1,0,1,0,1,0,0,3,2
4279162,35,7-13,2-5,3-8,3,3,6,3,1,0,1,4,19
4066775,39,5-13,4-10,1-3,0,6,6,2,1,0,0,4,15
4396592,5,0-1,0-1,0-0,0,0,0,0,0,0,0,1,0
