NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3136460,22,7-15,2-3,2-3,1,5,6,1,0,0,3,5,18
4279530,29,2-6,0-1,2-2,3,5,8,1,0,0,0,1,6
3906761,22,2-4,0-0,2-4,0,3,3,3,1,0,2,5,6
67440,38,6-11,1-5,0-1,0,5,5,2,1,1,3,2,13
4279527,35,10-17,5-8,4-4,0,2,2,0,0,0,4,5,29
4279528,6,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4279526,0,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0
4398340,24,2-4,0-1,0-0,0,3,3,4,3,0,4,2,4
4279531,24,0-1,0-0,2-2,1,3,4,0,1,0,0,4,2
4066777,35,6-14,3-8,0-0,2,4,6,2,0,2,3,2,15
3155750,25,3-5,0-1,0-0,1,1,2,0,3,0,1,3,6
3906521,34,10-16,1-2,2-5,1,4,5,3,2,0,2,2,23
3132057,31,4-8,1-4,5-6,0,3,3,0,3,0,1,2,14
4067124,36,6-17,1-7,3-9,1,6,7,5,1,0,0,2,16
3136495,6,0-0,0-0,1-2,2,1,3,0,0,0,1,0,1
3947237,4,1-1,0-0,0-0,0,0,0,0,0,0,0,1,2
4066952,4,0-1,0-1,0-0,0,1,1,0,0,0,0,2,0
4396688,8,0-1,0-1,0-0,1,1,2,0,0,0,1,1,0
4396689,17,3-5,1-1,0-0,1,3,4,0,0,0,0,2,7
