NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3149059,22,1-3,0-1,1-2,2,3,5,0,0,1,1,5,3
3133632,18,1-1,0-0,3-3,0,6,6,0,0,1,1,2,5
3149036,41,4-9,2-6,0-0,0,1,1,3,2,0,1,3,10
4277928,41,5-22,0-6,5-6,5,4,9,5,2,1,3,3,15
4277930,40,5-10,3-6,2-2,0,2,2,0,2,0,1,3,15
4397082,3,0-1,0-1,0-0,0,0,0,0,0,0,0,1,0
3137796,37,7-12,3-7,0-0,0,4,4,0,0,0,1,1,17
4397081,23,4-5,2-3,2-2,0,3,3,1,0,0,0,0,12
3947156,25,2-4,0-1,5-6,3,4,7,0,1,2,1,3,9
4065730,45,8-15,4-9,4-4,0,3,3,0,1,0,1,3,24
4065732,44,8-16,4-5,7-9,4,5,9,1,1,0,4,1,27
4065733,42,6-16,2-6,2-2,1,5,6,8,1,0,1,1,16
4395677,33,1-2,1-1,0-0,1,1,2,4,0,0,2,2,3
4065731,3,0-1,0-1,0-0,0,0,0,0,0,0,0,1,0
3138200,4,0-0,0-0,0-0,0,1,1,0,0,0,1,1,0
4066240,29,2-5,0-1,2-2,2,8,10,2,0,1,1,3,6
