NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4280289,23,5-6,0-0,0-4,1,4,5,2,2,1,1,5,10
4397558,15,4-7,0-0,4-6,2,3,5,0,0,1,3,5,12
4397554,24,2-6,0-2,0-0,1,4,5,4,1,0,3,2,4
3908819,38,8-17,3-5,5-10,2,8,10,2,1,1,8,3,24
4280284,30,1-5,1-3,0-0,0,1,1,4,1,0,1,5,3
4397556,7,2-2,0-0,4-5,2,1,3,0,0,0,2,5,8
4397557,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4279074,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0
3949224,32,6-11,0-1,2-3,0,2,2,1,1,0,1,4,14
4067817,28,1-2,1-1,0-0,0,6,6,1,0,0,0,2,3
4066477,25,6-8,0-0,11-12,3,7,10,0,1,0,2,3,23
4278406,35,6-12,2-6,1-3,1,5,6,0,2,3,3,3,15
3906684,22,3-5,1-3,2-4,0,0,0,1,0,0,0,3,9
3907811,24,4-8,0-1,2-5,0,1,1,8,4,0,1,3,10
4067070,17,2-3,0-0,2-2,1,3,4,1,0,0,3,2,6
4066390,18,3-8,1-3,3-3,1,4,5,2,2,2,0,3,10
4396669,5,0-0,0-0,0-0,0,2,2,0,0,0,2,3,0
4278407,26,0-4,0-2,3-5,0,1,1,2,1,0,1,1,3
4278408,3,0-0,0-0,0-0,0,0,0,0,0,0,1,2,0
4066479,17,2-5,1-3,3-5,0,1,1,0,0,0,0,0,8
4066818,8,2-5,0-2,0-0,2,2,4,0,0,1,0,0,4
