NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3132447,42,10-16,1-2,0-6,6,2,8,0,1,2,4,4,21
4277983,32,3-10,0-0,5-6,2,7,9,0,0,0,0,0,11
4066659,38,7-16,3-7,2-2,2,4,6,3,2,1,2,2,19
4278696,28,1-8,0-5,2-2,1,2,3,2,0,0,3,1,4
4397949,45,9-16,3-6,2-2,0,2,2,6,7,0,3,3,23
4067629,14,2-7,0-0,1-3,4,0,4,1,1,0,0,1,5
4403363,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4070745,25,1-4,1-2,0-0,0,2,2,0,2,0,0,3,3
4397747,35,6-10,0-0,0-0,2,4,6,5,1,1,4,2,12
4397748,28,4-7,0-0,0-0,2,3,5,2,2,1,1,1,8
3906667,24,3-7,1-5,0-0,3,4,7,3,1,0,0,3,7
3134084,43,10-17,0-3,3-7,0,8,8,7,1,2,7,2,23
4279237,31,3-7,3-6,0-1,0,4,4,1,0,0,2,4,9
4279241,9,0-1,0-0,0-0,0,2,2,1,0,0,2,4,0
4279242,3,0-1,0-1,0-0,1,0,1,1,0,0,2,0,0
4067426,23,3-8,1-4,0-1,3,2,5,2,0,2,2,0,7
4279240,29,9-12,3-6,0-2,4,1,5,2,0,3,1,2,21
