NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4066401,20,2-5,0-1,0-0,2,1,3,0,2,0,1,3,4
4066428,25,3-7,2-4,2-2,1,6,7,2,0,1,6,3,10
4278007,39,7-11,5-8,0-0,0,1,1,3,1,0,4,4,19
3132359,33,7-17,1-4,3-5,4,2,6,2,0,0,4,2,18
3946973,33,6-12,3-6,0-0,0,9,9,2,2,0,4,5,15
3906811,15,2-4,0-0,0-0,3,1,4,3,0,0,1,2,4
4395661,12,1-3,1-3,0-0,2,2,4,0,0,0,2,3,3
3133822,22,2-4,0-1,0-0,0,1,1,2,1,1,0,1,4
4278106,1,0-2,0-0,0-0,1,0,1,0,0,0,1,0,0
3913239,24,4-7,2-3,0-0,1,1,2,0,0,0,4,3,10
4277883,37,3-12,0-7,7-10,2,4,6,4,1,0,4,1,13
4277880,21,4-6,2-3,4-4,1,3,4,0,0,3,0,3,14
3133847,31,4-6,1-2,0-0,1,2,3,4,2,0,2,1,9
3137221,34,4-7,0-2,9-11,0,4,4,4,1,0,2,0,17
4065666,5,1-2,0-0,0-0,0,0,0,0,0,0,0,1,2
3934623,19,4-7,2-3,0-0,1,3,4,0,0,0,2,2,10
4277878,10,0-2,0-0,0-0,0,0,0,0,1,0,0,1,0
3908808,19,2-4,1-3,4-4,0,1,1,1,0,0,1,0,9
