NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4396682,19,4-7,0-0,5-7,2,4,6,0,1,0,2,3,13
3914047,33,4-9,1-4,5-7,1,1,2,4,2,0,0,1,14
4278482,34,6-14,3-8,0-0,0,1,1,2,0,0,1,2,15
4396676,22,1-5,1-5,0-0,0,4,4,0,0,0,1,4,3
4396677,31,4-10,0-2,3-4,0,3,3,5,1,0,1,1,11
4396685,13,3-4,0-0,2-3,0,3,3,0,0,1,2,1,8
4278483,8,1-1,0-0,0-0,1,0,1,0,1,0,0,1,2
4278485,7,1-1,0-0,1-2,1,2,3,1,0,0,1,3,3
4396678,10,3-6,0-1,2-2,1,2,3,2,0,0,1,1,8
4396679,23,1-5,1-4,2-2,1,3,4,2,2,0,1,3,5
3911626,32,9-12,2-5,0-0,1,7,8,0,0,0,2,3,20
3913551,22,1-2,0-0,0-0,0,3,3,3,1,4,0,4,2
4278373,37,11-17,2-4,12-14,2,5,7,2,2,0,4,2,36
4396658,31,4-7,2-4,3-4,0,1,1,2,0,0,2,3,13
3137729,32,2-13,1-3,0-0,1,1,2,4,0,0,4,2,5
4278376,13,0-1,0-0,0-0,0,2,2,2,0,1,1,1,0
4396657,18,1-3,1-1,0-0,1,0,1,0,1,1,1,5,3
4396659,15,0-2,0-0,0-0,0,2,2,0,0,1,1,0,0
