NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3137247,30,4-8,1-3,0-0,0,9,9,6,1,2,1,1,9
3136942,27,6-8,0-0,0-0,1,2,3,1,2,1,6,4,12
3137232,33,3-6,1-2,2-2,0,1,1,1,0,0,1,5,9
4398239,31,4-9,2-5,2-2,1,1,2,0,0,0,3,3,12
3129945,9,1-1,0-0,0-0,0,0,0,3,1,0,2,2,2
3143549,6,1-1,0-0,0-0,0,1,1,0,0,0,1,2,2
3914638,17,2-4,0-0,0-0,0,2,2,2,1,1,4,3,4
4067598,21,2-2,1-1,0-0,0,3,3,5,0,0,1,2,5
4070767,5,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0
4284169,10,1-2,0-0,3-4,0,0,0,1,1,0,3,1,5
4398238,11,2-4,1-2,0-0,0,0,0,0,1,0,2,0,5
4278403,36,3-10,0-0,0-0,3,4,7,3,0,2,1,1,6
4397196,29,4-8,0-1,2-3,4,2,6,0,1,2,2,2,10
4278402,35,7-10,1-2,1-3,2,1,3,5,6,0,5,1,16
3136535,24,4-8,1-3,1-2,1,3,4,4,3,0,4,1,10
3147687,39,6-13,4-7,3-4,2,4,6,6,1,0,3,4,19
3149900,12,4-5,0-0,1-5,0,1,1,0,0,0,3,1,9
4397198,9,0-0,0-0,0-2,0,0,0,0,1,0,0,2,0
4397199,16,2-7,0-2,0-0,3,0,3,2,0,0,0,4,4
