NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4397161,24,1-3,0-1,0-2,3,3,6,1,0,0,3,4,2
3149936,9,1-2,0-0,0-0,0,1,1,0,0,0,1,2,2
4278368,18,2-9,1-4,1-2,0,0,0,1,0,0,0,4,6
3947221,38,3-15,2-7,6-7,2,6,8,3,1,0,2,4,14
4066460,19,1-6,0-3,0-0,1,0,1,0,0,0,3,3,2
4397162,15,2-5,0-0,1-3,1,1,2,0,1,1,0,2,5
3911624,20,1-1,0-0,1-1,1,1,2,1,2,2,1,4,3
3946036,10,0-1,0-1,0-0,0,4,4,0,1,1,4,3,0
3947017,29,4-10,2-5,0-0,0,0,0,4,2,0,4,1,10
4066797,13,2-6,0-0,2-2,4,0,4,0,1,0,0,0,6
4066270,5,0-0,0-0,0-0,0,1,1,0,0,0,0,2,0
3941317,32,6-12,2-5,2-2,1,4,5,1,1,1,3,1,16
4278418,18,0-0,0-0,0-0,1,3,4,1,0,0,1,4,0
4278420,15,2-4,0-0,3-3,1,1,2,0,0,2,1,4,7
3920203,24,1-6,0-3,6-7,0,4,4,6,1,1,2,2,8
4066500,29,5-7,4-4,3-5,0,7,7,2,2,0,3,2,17
3138208,9,2-3,0-0,0-0,0,1,1,0,0,1,1,1,4
4397226,17,1-4,0-0,2-4,2,4,6,0,0,2,1,1,4
4397227,13,1-4,0-1,3-4,1,3,4,0,1,0,3,2,5
4397228,2,1-1,0-0,0-0,0,0,0,0,0,0,1,1,2
4397229,16,0-0,0-0,3-5,0,0,0,1,1,0,0,2,3
4066501,14,0-1,0-0,0-0,1,0,1,1,1,0,1,0,0
4278417,11,0-0,0-0,2-2,0,0,0,0,0,0,2,1,2
