NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4397224,17,1-2,0-0,3-4,2,1,3,0,0,1,1,5,5
3919422,36,4-12,2-5,2-2,0,8,8,2,4,1,4,5,12
3919423,37,5-11,0-2,7-8,2,2,4,1,0,1,0,3,17
4397220,40,4-16,0-4,2-3,2,0,2,2,0,0,6,1,10
3919421,14,1-3,1-2,0-0,0,1,1,1,0,0,0,0,3
4278410,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0
4397223,12,0-0,0-0,0-0,1,2,3,0,0,0,2,0,0
4066517,13,1-2,0-0,2-4,2,1,3,0,0,0,1,2,4
4397221,28,5-7,2-4,0-0,1,1,2,1,3,0,3,3,12
4397222,2,0-1,0-1,0-0,0,0,0,0,0,0,0,2,0
4066785,29,6-8,0-0,2-6,2,6,8,0,0,2,3,4,14
4397178,19,1-4,0-2,1-1,1,2,3,1,0,0,1,3,3
4397179,32,5-6,1-1,7-7,2,3,5,3,1,0,3,4,18
4066786,35,4-11,0-3,4-4,0,2,2,4,1,0,1,0,12
4278371,34,6-9,1-2,5-6,0,1,1,5,4,0,4,1,18
4397180,13,2-4,2-3,0-0,0,2,2,0,2,0,1,2,6
4278372,6,0-1,0-0,0-0,0,1,1,0,1,0,1,2,0
3924873,25,1-2,1-2,1-2,0,3,3,2,0,0,2,4,4
4397181,7,0-1,0-0,0-0,0,3,3,0,0,0,0,0,0
