NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3936114,32,2-5,1-2,0-0,0,9,9,0,1,0,4,2,5
4066795,35,5-9,1-4,2-2,2,9,11,2,2,0,2,2,13
4067900,34,2-6,0-1,3-8,0,4,4,3,0,0,5,4,7
4067901,24,0-3,0-1,2-2,0,3,3,2,0,0,2,3,2
3948799,29,5-9,1-1,12-17,1,6,7,1,0,0,2,4,23
4279628,18,2-3,0-0,3-4,1,4,5,0,0,0,0,3,7
3936113,2,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0
3936112,23,1-3,1-3,0-0,0,1,1,1,0,1,1,1,3
4279630,3,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0
3906466,26,1-6,0-0,2-4,3,3,6,2,1,1,1,3,4
4278492,35,2-6,1-5,2-2,0,5,5,0,3,0,2,3,7
3922045,33,7-17,4-11,0-2,0,3,3,1,1,0,0,0,18
4396812,10,0-3,0-2,0-0,1,1,2,0,0,0,1,1,0
4396810,34,5-13,1-4,3-4,0,1,1,5,1,0,0,3,14
4396816,10,3-3,0-0,0-2,1,1,2,0,0,1,0,3,6
4066856,6,1-4,0-0,2-2,0,0,0,0,0,1,1,4,4
3906467,21,1-4,1-2,0-0,0,4,4,1,0,1,0,0,3
4396809,25,0-5,0-2,1-2,0,3,3,2,2,0,0,5,1
