NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3137256,29,5-14,0-3,1-2,2,3,5,3,0,0,2,2,11
4397691,18,2-3,0-0,0-1,3,2,5,2,0,1,0,4,4
4066322,30,2-4,1-3,2-3,0,2,2,1,1,1,1,3,7
4067051,31,7-14,5-9,0-0,0,2,2,5,1,0,2,4,19
4397689,20,3-6,2-4,2-2,1,4,5,0,0,0,4,1,10
2498368,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0
4067053,32,3-6,1-3,1-2,1,5,6,2,0,0,0,1,8
4397687,9,0-0,0-0,0-2,0,0,0,0,0,0,1,2,0
4397688,10,1-3,1-3,0-0,0,1,1,0,0,1,0,1,3
4397690,20,2-4,1-2,1-1,0,2,2,0,0,0,1,2,6
4278259,31,1-6,1-4,0-0,1,6,7,1,1,0,1,2,3
4278260,17,2-4,0-0,4-6,3,2,5,0,2,0,0,5,8
3907780,36,4-8,2-4,5-7,0,3,3,6,2,0,1,1,15
4066450,31,8-14,4-5,0-0,2,3,5,1,1,0,0,3,20
4278257,38,6-12,2-7,4-4,0,3,3,6,0,0,1,1,18
4066799,12,0-6,0-0,0-2,5,3,8,1,1,1,1,3,0
3907779,5,0-0,0-0,0-0,1,0,1,0,0,0,1,0,0
4396629,23,5-9,0-0,5-6,0,2,2,0,1,0,1,2,15
3141193,7,0-0,0-0,0-0,0,2,2,0,0,0,1,1,0
