NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3908866,23,6-12,0-0,3-4,0,6,6,0,1,0,1,3,15
3948645,16,1-1,1-1,1-2,0,0,0,0,0,0,2,4,4
4067583,29,2-6,0-3,4-5,1,2,3,2,1,1,3,2,8
4067581,33,2-8,2-6,2-2,0,1,1,3,2,0,5,0,8
4280190,26,3-5,1-2,3-5,0,2,2,3,2,0,3,1,10
4067874,17,4-5,0-0,0-1,0,1,1,0,1,1,0,2,8
4395989,19,2-7,1-2,2-3,2,2,4,0,1,0,2,3,7
4395992,17,1-3,1-2,0-1,2,2,4,1,0,0,2,0,3
4280192,3,0-1,0-0,1-2,0,0,0,0,0,0,0,1,1
4280194,9,0-1,0-0,2-2,0,1,1,0,1,0,0,0,2
4280195,8,0-1,0-1,0-0,0,2,2,1,0,0,0,2,0
4278229,24,3-7,0-0,3-5,3,1,4,0,0,1,1,2,9
4278230,26,3-6,2-4,4-5,2,1,3,0,1,0,0,0,12
3934622,29,7-10,4-6,2-2,0,3,3,3,2,1,2,3,20
4066441,24,3-6,3-4,3-4,0,2,2,4,1,0,1,2,12
4066443,27,2-13,1-8,0-0,3,7,10,4,1,0,5,2,5
4403766,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0
4278232,3,0-0,0-0,0-1,0,0,0,1,0,0,0,1,0
3938920,14,2-2,0-0,0-1,1,2,3,0,0,1,0,5,4
3923248,13,4-4,0-0,0-0,0,1,1,1,0,0,0,3,8
3136501,19,10-12,2-3,0-0,2,3,5,2,0,0,2,2,22
4396612,18,1-5,0-2,0-0,0,1,1,2,2,1,0,1,2
4076548,2,0-0,0-0,0-0,0,1,1,0,0,0,1,1,0
